compression,eb,mean,var,max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,stability,unitroot_kpss,unitroot_pp,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough,data,TFE
SZ,0.0,14.487688627681155,51.29617260094287,4.339037720723546,8106.0,1.2607129407058115,6864.0,1.1158411602622285,8062.0,0.9988261478348296,9.371012353490736,0.7770091265903697,3.921780758723993,-0.5268773191886928,0.2959864555389027,0.8671081275604166,0.9983145544061512,133.0,0.5823896140409501,204.0,0.7645124682972335,0.6068412579523947,0.9999541773187628,0.0613117098488009,0.0006876867091612,1.7571623497051554,0.8547610021298585,0.3196748152393492,-0.0500544824683228,0.7221661166534027,39.51191113313386,-116.20041710799666,1.0,96.0,0.8847935136592271,3.294327557896357e-10,-67.78969929626379,27.28186546568881,0.9939172753378968,7.548031656373391,0.6375753054162951,57.0,31.0,ettm2,0.0
SWING,0.0,14.487688627681155,51.29617260094287,4.339037720723546,8106.0,1.2607129407058115,6864.0,1.1158411602622285,8062.0,0.9988261478348296,9.371012353490736,0.7770091265903697,3.921780758723993,-0.5268773191886928,0.2959864555389027,0.8671081275604166,0.9983145544061512,133.0,0.5823896140409501,204.0,0.7645124682972335,0.6068412579523947,0.9999541773187628,0.0613117098488009,0.0006876867091612,1.7571623497051554,0.8547610021298585,0.3196748152393492,-0.0500544824683228,0.7221661166534027,39.51191113313386,-116.20041710799666,1.0,96.0,0.8847935136592271,3.294327557896357e-10,-67.78969929626379,27.28186546568881,0.9939172753378968,7.548031656373391,0.6375753054162951,57.0,31.0,ettm2,0.0
PMC,0.0,14.487688627681155,51.29617260094287,4.339037720723546,8106.0,1.2607129407058115,6864.0,1.1158411602622285,8062.0,0.9988261478348296,9.371012353490736,0.7770091265903697,3.921780758723993,-0.5268773191886928,0.2959864555389027,0.8671081275604166,0.9983145544061512,133.0,0.5823896140409501,204.0,0.7645124682972335,0.6068412579523947,0.9999541773187628,0.0613117098488009,0.0006876867091612,1.7571623497051554,0.8547610021298585,0.3196748152393492,-0.0500544824683228,0.7221661166534027,39.51191113313386,-116.20041710799666,1.0,96.0,0.8847935136592271,3.294327557896357e-10,-67.78969929626379,27.28186546568881,0.9939172753378968,7.548031656373391,0.6375753054162951,57.0,31.0,ettm2,0.0
SZ,0.01,14.48758307584374,51.26218964100724,4.453331824652848,8106.0,1.259973728816017,6864.0,1.1070092616365326,8062.0,0.9987239877489044,9.36923753209284,0.6721502018708956,3.2082637786574435,-0.5643192926281384,0.3351469449741215,0.8672417645980224,0.997027532140044,129.0,0.5832318245136603,207.0,0.7439407324274647,0.4931386664283425,0.9999541773187628,0.0610936742502014,0.0011928832893955,1.670488470532862,0.7494804582562758,0.4134817268545016,-0.0516162702155699,0.7224020804023957,39.56315152587055,-116.19464987365843,1.0,96.0,0.8855790825831075,3.224037226472996e-10,-67.92297695737926,27.291751864401657,0.992807027894767,7.517633441701145,0.6390617763647141,57.0,31.0,ettm2,0.0045105378782695
SZ,0.01,14.48758307584374,51.26218964100724,4.453331824652848,8106.0,1.259973728816017,6864.0,1.1070092616365326,8062.0,0.9987239877489044,9.36923753209284,0.6721502018708956,3.2082637786574435,-0.5643192926281384,0.3351469449741215,0.8672417645980224,0.997027532140044,129.0,0.5832318245136603,207.0,0.7439407324274647,0.4931386664283425,0.9999541773187628,0.0610936742502014,0.0011928832893955,1.670488470532862,0.7494804582562758,0.4134817268545016,-0.0516162702155699,0.7224020804023957,39.56315152587055,-116.19464987365843,1.0,96.0,0.8855790825831075,3.224037226472996e-10,-67.92297695737926,27.291751864401657,0.992807027894767,7.517633441701145,0.6390617763647141,57.0,31.0,ettm2,-0.0002719866696599
SZ,0.01,14.48758307584374,51.26218964100724,4.453331824652848,8106.0,1.259973728816017,6864.0,1.1070092616365326,8062.0,0.9987239877489044,9.36923753209284,0.6721502018708956,3.2082637786574435,-0.5643192926281384,0.3351469449741215,0.8672417645980224,0.997027532140044,129.0,0.5832318245136603,207.0,0.7439407324274647,0.4931386664283425,0.9999541773187628,0.0610936742502014,0.0011928832893955,1.670488470532862,0.7494804582562758,0.4134817268545016,-0.0516162702155699,0.7224020804023957,39.56315152587055,-116.19464987365843,1.0,96.0,0.8855790825831075,3.224037226472996e-10,-67.92297695737926,27.291751864401657,0.992807027894767,7.517633441701145,0.6390617763647141,57.0,31.0,ettm2,0.0001933832701612
SZ,0.01,14.48758307584374,51.26218964100724,4.453331824652848,8106.0,1.259973728816017,6864.0,1.1070092616365326,8062.0,0.9987239877489044,9.36923753209284,0.6721502018708956,3.2082637786574435,-0.5643192926281384,0.3351469449741215,0.8672417645980224,0.997027532140044,129.0,0.5832318245136603,207.0,0.7439407324274647,0.4931386664283425,0.9999541773187628,0.0610936742502014,0.0011928832893955,1.670488470532862,0.7494804582562758,0.4134817268545016,-0.0516162702155699,0.7224020804023957,39.56315152587055,-116.19464987365843,1.0,96.0,0.8855790825831075,3.224037226472996e-10,-67.92297695737926,27.291751864401657,0.992807027894767,7.517633441701145,0.6390617763647141,57.0,31.0,ettm2,0.0019553177361964
SZ,0.01,14.48758307584374,51.26218964100724,4.453331824652848,8106.0,1.259973728816017,6864.0,1.1070092616365326,8062.0,0.9987239877489044,9.36923753209284,0.6721502018708956,3.2082637786574435,-0.5643192926281384,0.3351469449741215,0.8672417645980224,0.997027532140044,129.0,0.5832318245136603,207.0,0.7439407324274647,0.4931386664283425,0.9999541773187628,0.0610936742502014,0.0011928832893955,1.670488470532862,0.7494804582562758,0.4134817268545016,-0.0516162702155699,0.7224020804023957,39.56315152587055,-116.19464987365843,1.0,96.0,0.8855790825831075,3.224037226472996e-10,-67.92297695737926,27.291751864401657,0.992807027894767,7.517633441701145,0.6390617763647141,57.0,31.0,ettm2,0.0019553207880046
SZ,0.03,14.463021517365648,51.3127465246392,4.93867667555406,8106.0,1.252589475795941,6864.0,1.1214399293546318,8062.0,0.997846375654004,9.345711573343262,0.2104621639729672,0.930612020528836,-0.616032192488426,0.4005212730480273,0.8667799894271497,0.9892266093212267,137.0,0.5834761991726718,203.0,0.6537520287657852,0.2659541273567557,0.9999541773187628,0.0612545450868929,0.0080748890214068,1.2939344058558842,0.3278839851439289,0.6614162606714035,-0.0500319593771781,0.7208421755970011,39.54711642523862,-117.63271647259704,1.0,96.0,0.8883104462834361,2.8726472435858245e-10,-68.05029248552209,27.489482157659392,0.9831236929474598,7.303292350993742,0.6484437500003919,58.0,30.0,ettm2,0.0016609755717537
SZ,0.03,14.463021517365648,51.3127465246392,4.93867667555406,8106.0,1.252589475795941,6864.0,1.1214399293546318,8062.0,0.997846375654004,9.345711573343262,0.2104621639729672,0.930612020528836,-0.616032192488426,0.4005212730480273,0.8667799894271497,0.9892266093212267,137.0,0.5834761991726718,203.0,0.6537520287657852,0.2659541273567557,0.9999541773187628,0.0612545450868929,0.0080748890214068,1.2939344058558842,0.3278839851439289,0.6614162606714035,-0.0500319593771781,0.7208421755970011,39.54711642523862,-117.63271647259704,1.0,96.0,0.8883104462834361,2.8726472435858245e-10,-68.05029248552209,27.489482157659392,0.9831236929474598,7.303292350993742,0.6484437500003919,58.0,30.0,ettm2,0.0162701849616058
