mean,var,max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,stability,unitroot_kpss,unitroot_pp,CO_Embed2_Dist_tau_d_expfit_meandiff,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,DN_HistogramMode_10,DN_HistogramMode_5,DN_OutlierInclude_n_001_mdrmd,DN_OutlierInclude_p_001_mdrmd,FC_LocalSimple_mean1_tauresrat,FC_LocalSimple_mean3_stderr,IN_AutoMutualInfoStats_40_gaussian_fmmi,MD_hrv_classic_pnn40,PD_PeriodicityWang_th0_01,SB_BinaryStats_diff_longstretch0,SB_BinaryStats_mean_longstretch1,SB_MotifThree_quantile_hh,SB_TransitionMatrix_3ac_sumdiagcov,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SP_Summaries_welch_rect_area_5_1,SP_Summaries_welch_rect_centroid,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough,eb,eblc,data
437.1312241455629,265.02496473691065,21.289340071024895,6425.0,2.1726679133931683,6935.0,1.7279389166864085,6887.0,0.9881996514618583,9.09194509688106,-0.09666783387673106,0.02109182041227134,-0.5010323574637301,0.25268304146159665,0.5465672318773541,0.9498847124871235,272.0,0.5776344596584593,216.0,0.875844663133323,0.00010024085694384214,0.9999541773187628,0.10378125887540095,0.10165630464999102,0.9971176304299857,0.02374667691587145,0.5911126434798905,0.11948437192088926,0.6857852211678821,5.24688596285116,-97.2989154767315,0.18160986289051084,194.0,104.0,0.7058326021407537,-0.006559460137642428,-0.4801235989631554,-0.8453048263466613,-0.5284881534411433,0.0576344490409928,0.0012804097311139564,0.17657107817780945,40.0,0.46629055007052184,141.0,21.0,558.0,1.3102805859377882,0.03353057199211046,0.34,0.4,0.9880972437486408,0.00345145677274292,1.0,144.0,0.7716629863903013,3.540214333143965e-09,13.18922586867576,-35.79117268495097,0.943982671812607,6.552596227421139,0.3038650405922575,33.0,68.0,0.0,raw,weather
437.13070499094505,261.4107015554346,42.52258892059369,5816.0,2.1813655886835313,6937.0,1.7604580959742866,6882.0,0.9875131828730099,9.120758245992187,-0.18707793615662133,0.03845686037072946,-0.562010234883191,0.3210802732766357,0.547060619537795,0.9553448546308787,100.0,0.5781347028860757,360.0,0.7839621092946379,0.002489098354748126,0.9999541773187628,0.10428895293224645,0.09309551149588534,1.0146764840756388,0.043424582865843865,0.6621765427910943,0.1276926094055996,0.6940345735985566,5.313836602348892,-95.19453947656041,0.18076845261971455,211.0,102.0,0.8790746175311444,-0.005120074799871188,-0.585863783480649,-0.9389230425249335,-0.5122226400902594,0.058292591199699095,0.001277139208173691,0.1728667060702376,40.0,0.06647860836859426,141.0,3.0,558.0,1.1946561073290862,0.03353057199211046,0.34,0.4,0.9884412525190845,0.0030679615757714844,1.0,144.0,0.77713748375444,3.537580330190642e-09,13.06132331929792,-35.86930262504207,0.9396204977032058,6.574210457431541,0.2884126824384634,31.0,71.0,1.0,pmc,weather
437.12446693515096,239.35575434657196,74.97559165677148,5816.0,2.2475337281256675,6933.0,1.656756243771394,1026.0,0.9879366823432472,9.120215781885996,-0.1798310541768936,0.03314292994349239,-0.5673672583656724,0.32572646200207017,0.5559641392273853,0.9701322062743687,55.0,0.5531558666582089,1328.0,0.8055804771478849,0.0001007215656720461,0.9999541773187628,0.11897452794622576,0.1781420700737201,1.0090998698257947,0.035613909918278334,0.6403278612099138,0.14335279355602146,0.7349416247425106,5.828571075030094,-91.44082535859816,0.18271797431219636,371.0,111.0,1.053375371087682,-0.004064344563796642,-0.8273124957161451,-1.1655000639102364,-0.4546352012034599,-0.3211733734486649,0.0012376237623762376,0.17160412808844197,40.0,0.013446168312176775,137.0,3.0,879.0,1.1451470835061297,0.00591715976331361,0.34,0.38,0.9886188806279754,0.0030679615757714844,1.0,144.0,0.6197034328098984,8.70299485079773e-09,7.871663760476866,-36.46005670990725,0.9681796228208892,7.811097297547048,0.015405824689013081,24.0,98.0,3.0,pmc,weather
437.12114585598147,205.69497633130314,105.06510473737447,3451.0,2.275591319729495,6963.0,1.6773813855390636,870.0,0.9885024749835053,9.31423708993122,-0.27206641490926453,0.07402013412205875,-0.6069387047284205,0.37981047786640504,0.6283974084486702,0.9797116139463422,24.0,0.5176241656353711,1350.0,0.7005474940316698,0.00010041003231771997,0.9999541773187628,0.1381394644097089,0.564349039449722,1.0537672295261526,0.08102204858410178,0.726031626177231,0.12630171566574053,0.8120759222047806,6.631771603890327,-69.74109093055117,0.12729053759208742,488.0,130.0,1.039501272712748,-0.009319650082445284,-0.9113370015070612,0.1748981308867994,-0.5263256863482513,0.0598909364422715,0.0011025358324145535,0.15635655797134992,40.0,0.005453690644099671,284.0,2.0,1466.0,1.1223340179153287,0.013774104683195593,0.88,0.42,0.9896243081849984,0.0023009711818286135,1.0,144.0,0.7431898686256206,8.568948158733151e-09,14.255469332054995,-37.71948342333994,0.9553746729888046,7.501505176184693,9.418894331147953e-09,40.0,117.0,5.0,pmc,weather
437.0873958534565,160.7071122341344,169.48965310122418,7118.0,2.1710518566826296,6976.0,2.273441633114833,882.0,0.989601512783626,9.480391484758778,-0.33286595566505667,0.11079974444129795,-0.6248684167644968,0.40605265977504085,0.6847537762837289,0.9807293981312176,12.0,0.4744677607586608,1969.0,0.6186794512722344,0.00010490973396069488,0.9999541773187628,0.13047063508639264,0.6922406819975253,1.1017573532278488,0.1289449671356534,0.7922010162177507,0.16109439038823897,0.8782943021779445,7.705988234091145,-50.20390574949681,0.10152031822559816,497.0,143.0,0.8856133278893986,-0.007466580005409744,0.39099757319294026,0.0012872206386873586,-0.5514291086874765,-0.34477247085370444,0.001183431952662722,0.14082094067908585,40.0,0.002538787023977433,2389.0,2.0,4537.0,1.1079938808396155,0.020833333333333336,0.88,0.36,0.9909404583742217,0.0023009711818286135,1.0,144.0,0.87723853904244,6.604919822666572e-09,22.738916862337607,-42.8032058881183,0.9160388740080407,6.3079599391621395,1.201994059840672e-11,27.0,95.0,7.0,pmc,weather
436.74366170618487,79.30968374083747,118.46372908810027,3293.0,5.160052837062703,2909.0,8.623580647434657,2837.0,0.9946299071267957,9.618679910858258,-1.7952516820792183e-07,0.07374657671450968,-0.36421850943150047,0.2248381885175216,0.688915103932072,0.9811855319931228,6.0,0.4341542507863453,3886.0,0.9998999479933735,0.00010216682906156861,0.9999541773187628,0.40259181474885214,0.012499225090325429,1.0640851657189883,0.0800856561442992,0.5311686004689796,-0.0006987960844663312,0.9071597209823545,14.328940038249119,-32.52448504206791,0.07986838681997652,494.0,98.0,1.008021008873764,-0.0007237310620661969,-0.8601098894765979,-1.2169595973493923,-0.8062241444151936,-0.4032531026701768,0.0008802816901408451,0.12008567331556311,40.0,0.0010343206393982134,2670.0,2.0,4141.0,0.9561390067238522,0.04526748971193416,0.86,0.86,0.9939913039375042,0.0023009711818286135,1.0,144.0,0.8214878213726868,3.195920073405836e-08,38.19608698707273,-44.4526367676693,0.9705845890571844,8.00632663241162,2.3314683517128287e-15,71.0,1.0,10.0,pmc,weather
435.9254979552878,46.852594631925584,237.42579874247784,3127.0,6.074160743199547,2985.0,13.175530815502043,2898.0,0.9937903458451008,9.36504465201629,-2.1684004859467916e-06,0.004710835705044731,-0.5,0.25966087173055474,0.6131545623544417,0.9436621666351707,2.0,0.4796833661823038,7339.0,0.9988893649156549,0.00010087032749573547,0.9999541773187628,2.2633244040041545,0.08047129324695729,0.9919673402376624,0.0047142130870953735,0.49038629332427425,-0.0016757794037742526,0.8262887495989835,31.39139622048147,-63.3913173757471,0.02467335981050378,889.0,3127.0,0.08618598315329364,0.06117109239846404,0.12241183342103856,-0.34849027882627115,-0.7059044753666792,-0.3960135389244077,0.00040032025620496394,0.138029103331872,40.0,0.0004701457451810061,3126.0,2.0,7508.0,0.08351300567973506,0.08333333333333334,0.88,0.5,0.9932979872169672,0.0011504855909143068,1.0,144.0,0.8042945121474938,1.4117299237382998e-07,61.31307117024772,-36.77570056759888,0.9680711103053109,6.79693340574263,0.0,108.0,39.0,15.0,pmc,weather
431.6224060058594,0.0,0.0,2.0,0.0,2.0,0.0,2.0,,,,,,,,0.0,0.0,,10636.0,0.5190087395396272,0.19081616357708378,0.690983005625055,0.0,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,1.0,144.0,0.0,2.1472830707424675e-50,3.8127573252357214e-11,-4.083789933452195e-11,0.9961890774556676,7.824888093296346,0.0,106.0,40.0,20.0,pmc,weather
431.6304626464844,0.0,0.0,2.0,0.0,2.0,0.0,2.0,,,,,,,,0.0,0.0,,10636.0,0.5190146930196518,0.19081935023047858,0.6627523919067047,0.0,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,1.0,144.0,0.0,5.2535361718496945e-50,-1.0071958642100653e-10,9.484164343622198e-11,0.9946562790652678,7.923508978621166,0.00018257121325970793,64.0,114.0,25.0,pmc,weather
431.6368103027344,0.0,0.0,2.0,0.0,2.0,0.0,2.0,,,,,,,,0.0,0.0,,10636.0,0.8556084150882737,0.12530748195228794,0.9270509831248446,0.0,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,1.0,144.0,0.0,5.256136155348839e-50,-6.613911556749139e-11,2.653537766956566e-11,0.9955068881016972,8.202659206295928,0.00022996817251674795,112.0,140.0,30.0,pmc,weather
427.664794921875,0.0,0.0,2.0,0.0,2.0,0.0,2.0,,,,,,,,0.0,0.0,,10636.0,0.7569152034924014,0.07578152194332892,0.6910399052981786,0.0,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,1.0,144.0,0.0,1.3493315946341208e-50,-7.115093064626257e-11,-1.506844673439611e-10,0.9966627427031418,8.319882808511558,0.0006585088831427832,131.0,39.0,40.0,pmc,weather
427.664794921875,0.0,0.0,2.0,0.0,2.0,0.0,2.0,,,,,,,,0.0,0.0,,10636.0,0.7569152034924014,0.07578152194332892,0.6910399052981786,0.0,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,1.0,144.0,0.0,1.3493315946341208e-50,-7.115093064626257e-11,-1.506844673439611e-10,0.9966627427031418,8.319882808511558,0.0006585088831427832,131.0,39.0,50.0,pmc,weather
427.664794921875,0.0,0.0,2.0,0.0,2.0,0.0,2.0,,,,,,,,0.0,0.0,,10636.0,0.7569152034924014,0.07578152194332892,0.6910399052981786,0.0,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,1.0,144.0,0.0,1.3493315946341208e-50,-7.115093064626257e-11,-1.506844673439611e-10,0.9966627427031418,8.319882808511558,0.0006585088831427832,131.0,39.0,65.0,pmc,weather
427.664794921875,0.0,0.0,2.0,0.0,2.0,0.0,2.0,,,,,,,,0.0,0.0,,10636.0,0.7569152034924014,0.07578152194332892,0.6910399052981786,0.0,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,1.0,144.0,0.0,1.3493315946341208e-50,-7.115093064626257e-11,-1.506844673439611e-10,0.9966627427031418,8.319882808511558,0.0006585088831427832,131.0,39.0,80.0,pmc,weather
437.48004532003813,256.57222491093887,25.96541333878803,5816.0,2.2547470484532757,6941.0,1.7883873130624535,6882.0,0.989577507472216,9.203879862684756,-0.15853293222244796,0.0296401340031707,-0.5467529940024035,0.30177196093726694,0.543088390454801,0.9572232477735775,154.0,0.569649687243918,318.0,0.8036766890565734,0.011460854372892217,0.9999541773187628,0.10384525632925128,0.1406210384869879,1.0088128266388119,0.031905250324387714,0.636560308721307,0.15039710127997605,0.6956152234433526,5.198410800494027,-87.17949917892926,0.17929995150822028,197.0,103.0,0.774099436222091,-0.006019538931246029,-0.5097453160650196,-0.880893223690731,-0.5252444528018052,0.05716434749905974,0.001282051282051282,0.16080715505695833,40.0,0.18533145275035262,140.0,203.0,581.0,1.2219080285471344,0.03353057199211046,0.34,0.4,0.9901322330690969,0.0030679615757714844,1.0,144.0,0.7709350548960072,3.738439186876165e-09,13.265150472506472,-36.38409937497684,0.9509932243448329,6.9523917686295,0.28213266859726627,30.0,71.0,1.0,swing,weather
438.5445088662344,218.94053227799762,34.63273045525703,5824.0,2.191294562024304,7134.0,1.6124544409390016,6902.0,0.9901041278354767,9.3367669555308,-0.1959911922696251,0.04280816655835412,-0.5564616382738201,0.3114757175752319,0.5578708021471291,0.9665931082748925,69.0,0.5321013852017779,1323.0,0.7659995573014619,0.00010100191992060672,0.9999541773187628,0.11005298854579722,0.20299188644616,1.0276942966499547,0.04976363678882173,0.6662118319600541,0.17463204193810558,0.771453459343071,6.524026808165892,-69.42585044908233,0.16439303894901805,446.0,111.0,0.881548351006519,-0.00844739065947187,-0.6237564258144974,-1.0255368305041328,-0.22654193305754045,0.05824558104550581,0.0012330456226880395,0.15193403402039726,40.0,0.05839210155148096,284.0,431.0,722.0,1.163979653278497,0.015779092702169626,0.34,0.42,0.9906236707636156,0.002684466378800049,1.0,144.0,0.6886794778823885,7.444365898820255e-09,15.46949159805816,-35.83293499760443,0.9682480341589691,7.987541247323252,0.0002657054197137132,129.0,110.0,3.0,swing,weather
439.9316271394211,167.81004542837593,114.32007900309995,3451.0,2.199965020463593,7147.0,1.7977196217455567,1026.0,0.9874410151600441,9.291161440922039,-0.12967856390823831,0.08238252931802856,-0.44637023899792483,0.256256389776265,0.568460309624954,0.9486760397262027,38.0,0.5077612085870973,1367.0,0.7484121073855993,0.00010003082362662238,0.9999541773187628,0.10434980217423981,0.43438327990202746,1.0651065796993677,0.09495964497735722,0.6493814428133853,0.11716971486269828,0.8090472832756164,6.35799549639765,-68.34709963625235,0.12425009895695548,383.0,142.0,0.8763825967104196,-0.03548414586544892,-0.7972850289431146,-1.2593924104242442,-0.2260248213614141,-0.315344114328695,0.0009671179883945841,0.17010891652380428,40.0,0.02980724024447579,283.0,1859.0,1440.0,1.1368198000717242,0.03333333333333334,0.42,0.52,0.9872223868897659,0.002684466378800049,1.0,144.0,0.8445158063638134,4.864530937829716e-09,15.36480599259242,-42.34586728299263,0.919848139979588,6.114781449855858,1.4204762921465885e-09,99.0,111.0,5.0,swing,weather
