compression,eb,mean,var,max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,stability,unitroot_kpss,unitroot_pp,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough,data,te,TFE
SZ,0.07,-0.05388178860538417,-0.23148130467989603,2.424301793843302,-7343.0,0.016301027233426302,-3.0,-0.0414765928624925,5.0,-0.003529546027699171,-0.10966646272224523,-0.8253191523979964,-3.782217288018318,-0.0608348325500595,0.06760913390248252,-0.006099621299329505,-0.02648828462235564,12.0,0.005970706584788821,-15.0,-0.022211101729713745,-0.47767795562762605,0.0,-0.0013202267220926989,0.018720791951659203,-0.71071974296646,-0.7839366928169912,0.347165387580397,0.0198489767151775,-0.003451561976828166,-0.1724172087181799,-5.76975328453598,0.0,0.0,0.004680078187469849,-8.205525968038114e-11,-0.5230763079418637,-0.20243149709577324,-0.03890967791100153,-1.0160915784352929,0.015948728632493303,0.0,0.0,ettm2,0.0153603143990039,0.0743239689389431
SZ,0.07,-0.05388178860538417,-0.23148130467989603,2.424301793843302,-7343.0,0.016301027233426302,-3.0,-0.0414765928624925,5.0,-0.003529546027699171,-0.10966646272224523,-0.8253191523979964,-3.782217288018318,-0.0608348325500595,0.06760913390248252,-0.006099621299329505,-0.02648828462235564,12.0,0.005970706584788821,-15.0,-0.022211101729713745,-0.47767795562762605,0.0,-0.0013202267220926989,0.018720791951659203,-0.71071974296646,-0.7839366928169912,0.347165387580397,0.0198489767151775,-0.003451561976828166,-0.1724172087181799,-5.76975328453598,0.0,0.0,0.004680078187469849,-8.205525968038114e-11,-0.5230763079418637,-0.20243149709577324,-0.03890967791100153,-1.0160915784352929,0.015948728632493303,0.0,0.0,ettm2,0.0153603143990039,0.0150743506840227
SZ,0.07,-0.05388178860538417,-0.23148130467989603,2.424301793843302,-7343.0,0.016301027233426302,-3.0,-0.0414765928624925,5.0,-0.003529546027699171,-0.10966646272224523,-0.8253191523979964,-3.782217288018318,-0.0608348325500595,0.06760913390248252,-0.006099621299329505,-0.02648828462235564,12.0,0.005970706584788821,-15.0,-0.022211101729713745,-0.47767795562762605,0.0,-0.0013202267220926989,0.018720791951659203,-0.71071974296646,-0.7839366928169912,0.347165387580397,0.0198489767151775,-0.003451561976828166,-0.1724172087181799,-5.76975328453598,0.0,0.0,0.004680078187469849,-8.205525968038114e-11,-0.5230763079418637,-0.20243149709577324,-0.03890967791100153,-1.0160915784352929,0.015948728632493303,0.0,0.0,ettm2,0.0153603143990039,0.0894376816546929
SZ,0.1,-0.12708609849020291,-0.47595178217421363,8.075409655698738,-5613.0,0.0031654190506398283,4.0,0.00945446632514324,-4.0,-0.004772070960611607,-0.19241801535189929,-0.7626164377174789,-3.86626203880601,0.014802410218161088,-0.03346655387043318,-0.012001960023849678,-0.03511386456169885,6.0,0.008299217632931288,-57.0,0.14166735466244174,-0.5261951287211265,0.0,-0.0009540434073759957,0.0244067377872848,-0.7589970121003013,-0.8384966578086538,0.23379683587740735,0.012305555033405205,-0.004738151250949452,-0.018154026474654472,-9.620059484933947,0.0,0.0,0.011087968447913044,-1.793060787093486e-10,-1.4661816173105393,-0.2446200002562584,-0.05526441153020034,-1.7438044988738524,0.030593318475398368,3.0,0.0,ettm2,0.0214352086186409,0.0213977612347192
SZ,0.1,-0.12708609849020291,-0.47595178217421363,8.075409655698738,-5613.0,0.0031654190506398283,4.0,0.00945446632514324,-4.0,-0.004772070960611607,-0.19241801535189929,-0.7626164377174789,-3.86626203880601,0.014802410218161088,-0.03346655387043318,-0.012001960023849678,-0.03511386456169885,6.0,0.008299217632931288,-57.0,0.14166735466244174,-0.5261951287211265,0.0,-0.0009540434073759957,0.0244067377872848,-0.7589970121003013,-0.8384966578086538,0.23379683587740735,0.012305555033405205,-0.004738151250949452,-0.018154026474654472,-9.620059484933947,0.0,0.0,0.011087968447913044,-1.793060787093486e-10,-1.4661816173105393,-0.2446200002562584,-0.05526441153020034,-1.7438044988738524,0.030593318475398368,3.0,0.0,ettm2,0.0214352086186409,0.133595425200772
SZ,0.1,-0.12708609849020291,-0.47595178217421363,8.075409655698738,-5613.0,0.0031654190506398283,4.0,0.00945446632514324,-4.0,-0.004772070960611607,-0.19241801535189929,-0.7626164377174789,-3.86626203880601,0.014802410218161088,-0.03346655387043318,-0.012001960023849678,-0.03511386456169885,6.0,0.008299217632931288,-57.0,0.14166735466244174,-0.5261951287211265,0.0,-0.0009540434073759957,0.0244067377872848,-0.7589970121003013,-0.8384966578086538,0.23379683587740735,0.012305555033405205,-0.004738151250949452,-0.018154026474654472,-9.620059484933947,0.0,0.0,0.011087968447913044,-1.793060787093486e-10,-1.4661816173105393,-0.2446200002562584,-0.05526441153020034,-1.7438044988738524,0.030593318475398368,3.0,0.0,ettm2,0.0214352086186409,0.1582394344811043
SZ,0.1,-0.12708609849020291,-0.47595178217421363,8.075409655698738,-5613.0,0.0031654190506398283,4.0,0.00945446632514324,-4.0,-0.004772070960611607,-0.19241801535189929,-0.7626164377174789,-3.86626203880601,0.014802410218161088,-0.03346655387043318,-0.012001960023849678,-0.03511386456169885,6.0,0.008299217632931288,-57.0,0.14166735466244174,-0.5261951287211265,0.0,-0.0009540434073759957,0.0244067377872848,-0.7589970121003013,-0.8384966578086538,0.23379683587740735,0.012305555033405205,-0.004738151250949452,-0.018154026474654472,-9.620059484933947,0.0,0.0,0.011087968447913044,-1.793060787093486e-10,-1.4661816173105393,-0.2446200002562584,-0.05526441153020034,-1.7438044988738524,0.030593318475398368,3.0,0.0,ettm2,0.0214352086186409,0.0579344156251431
SZ,0.1,-0.12708609849020291,-0.47595178217421363,8.075409655698738,-5613.0,0.0031654190506398283,4.0,0.00945446632514324,-4.0,-0.004772070960611607,-0.19241801535189929,-0.7626164377174789,-3.86626203880601,0.014802410218161088,-0.03346655387043318,-0.012001960023849678,-0.03511386456169885,6.0,0.008299217632931288,-57.0,0.14166735466244174,-0.5261951287211265,0.0,-0.0009540434073759957,0.0244067377872848,-0.7589970121003013,-0.8384966578086538,0.23379683587740735,0.012305555033405205,-0.004738151250949452,-0.018154026474654472,-9.620059484933947,0.0,0.0,0.011087968447913044,-1.793060787093486e-10,-1.4661816173105393,-0.2446200002562584,-0.05526441153020034,-1.7438044988738524,0.030593318475398368,3.0,0.0,ettm2,0.0214352086186409,0.1335954286196178
SZ,0.15,-0.3717640918467353,-0.5041278185103479,28.08450566348359,2955.0,-0.0781941693089161,-9.0,0.1055126776672648,-7.0,-0.007582949875519995,-0.4035630759272486,-0.775709758051733,-3.908555389517358,0.021222198236335754,-0.03763318183606157,-0.02469150526155861,-0.057182466635191,6.0,0.01945040455935798,80.0,0.18070771086640214,-0.5478066020038016,0.0,0.005918075059348299,0.0401798893153897,-0.772339472212371,-0.852879567905155,0.19909157916960957,0.0267494887759595,-0.020494278786013176,-0.028528184316051863,-25.68159436643822,0.0,0.0,-0.00966652806476831,-3.3102813229310657e-11,-1.055291314831436,-0.15774793689872624,-0.07172607155888677,-2.6794353643933064,-0.015074953259191837,6.0,0.0,ettm2,0.03248992562294,0.0546574995465765
SZ,0.15,-0.3717640918467353,-0.5041278185103479,28.08450566348359,2955.0,-0.0781941693089161,-9.0,0.1055126776672648,-7.0,-0.007582949875519995,-0.4035630759272486,-0.775709758051733,-3.908555389517358,0.021222198236335754,-0.03763318183606157,-0.02469150526155861,-0.057182466635191,6.0,0.01945040455935798,80.0,0.18070771086640214,-0.5478066020038016,0.0,0.005918075059348299,0.0401798893153897,-0.772339472212371,-0.852879567905155,0.19909157916960957,0.0267494887759595,-0.020494278786013176,-0.028528184316051863,-25.68159436643822,0.0,0.0,-0.00966652806476831,-3.3102813229310657e-11,-1.055291314831436,-0.15774793689872624,-0.07172607155888677,-2.6794353643933064,-0.015074953259191837,6.0,0.0,ettm2,0.03248992562294,0.1282901229582081
SZ,0.15,-0.3717640918467353,-0.5041278185103479,28.08450566348359,2955.0,-0.0781941693089161,-9.0,0.1055126776672648,-7.0,-0.007582949875519995,-0.4035630759272486,-0.775709758051733,-3.908555389517358,0.021222198236335754,-0.03763318183606157,-0.02469150526155861,-0.057182466635191,6.0,0.01945040455935798,80.0,0.18070771086640214,-0.5478066020038016,0.0,0.005918075059348299,0.0401798893153897,-0.772339472212371,-0.852879567905155,0.19909157916960957,0.0267494887759595,-0.020494278786013176,-0.028528184316051863,-25.68159436643822,0.0,0.0,-0.00966652806476831,-3.3102813229310657e-11,-1.055291314831436,-0.15774793689872624,-0.07172607155888677,-2.6794353643933064,-0.015074953259191837,6.0,0.0,ettm2,0.03248992562294,0.231257009390587
SZ,0.15,-0.3717640918467353,-0.5041278185103479,28.08450566348359,2955.0,-0.0781941693089161,-9.0,0.1055126776672648,-7.0,-0.007582949875519995,-0.4035630759272486,-0.775709758051733,-3.908555389517358,0.021222198236335754,-0.03763318183606157,-0.02469150526155861,-0.057182466635191,6.0,0.01945040455935798,80.0,0.18070771086640214,-0.5478066020038016,0.0,0.005918075059348299,0.0401798893153897,-0.772339472212371,-0.852879567905155,0.19909157916960957,0.0267494887759595,-0.020494278786013176,-0.028528184316051863,-25.68159436643822,0.0,0.0,-0.00966652806476831,-3.3102813229310657e-11,-1.055291314831436,-0.15774793689872624,-0.07172607155888677,-2.6794353643933064,-0.015074953259191837,6.0,0.0,ettm2,0.03248992562294,0.2277282302434
SZ,0.15,-0.3717640918467353,-0.5041278185103479,28.08450566348359,2955.0,-0.0781941693089161,-9.0,0.1055126776672648,-7.0,-0.007582949875519995,-0.4035630759272486,-0.775709758051733,-3.908555389517358,0.021222198236335754,-0.03763318183606157,-0.02469150526155861,-0.057182466635191,6.0,0.01945040455935798,80.0,0.18070771086640214,-0.5478066020038016,0.0,0.005918075059348299,0.0401798893153897,-0.772339472212371,-0.852879567905155,0.19909157916960957,0.0267494887759595,-0.020494278786013176,-0.028528184316051863,-25.68159436643822,0.0,0.0,-0.00966652806476831,-3.3102813229310657e-11,-1.055291314831436,-0.15774793689872624,-0.07172607155888677,-2.6794353643933064,-0.015074953259191837,6.0,0.0,ettm2,0.03248992562294,0.2312570038615
SZ,0.2,-0.5371245597461893,-2.029703229489776,22.91121924772667,-5616.0,-0.02554964007711269,8.0,0.03406756800130628,8.0,-0.012317223182680803,-0.5704196882965213,-0.9970180547897536,-3.8291192755893873,-0.12780342116628285,0.24995291396671593,-0.035825129987654414,-0.06445292291432125,30.0,0.025323121372884727,123.0,-0.0072138914455965875,-0.5449076998520521,0.0,0.0025196233144176017,0.0412847140755144,-0.7205070027984501,-0.7898053982766305,0.3629525603097408,0.0302568564254325,-0.021439144168405977,-0.6460190999596165,-43.15891600981462,0.0,0.0,-0.018190006713092233,-1.1415121519866242e-10,-0.5908728072921718,0.7475808662683896,-0.1084159577941668,-3.4207433976056825,-0.041334976816937985,1.0,1.0,ettm2,0.0436712875962257,0.3196131851425365
SZ,0.2,-0.5371245597461893,-2.029703229489776,22.91121924772667,-5616.0,-0.02554964007711269,8.0,0.03406756800130628,8.0,-0.012317223182680803,-0.5704196882965213,-0.9970180547897536,-3.8291192755893873,-0.12780342116628285,0.24995291396671593,-0.035825129987654414,-0.06445292291432125,30.0,0.025323121372884727,123.0,-0.0072138914455965875,-0.5449076998520521,0.0,0.0025196233144176017,0.0412847140755144,-0.7205070027984501,-0.7898053982766305,0.3629525603097408,0.0302568564254325,-0.021439144168405977,-0.6460190999596165,-43.15891600981462,0.0,0.0,-0.018190006713092233,-1.1415121519866242e-10,-0.5908728072921718,0.7475808662683896,-0.1084159577941668,-3.4207433976056825,-0.041334976816937985,1.0,1.0,ettm2,0.0436712875962257,0.2105674337673423
