compression,eb,data,metric,decompression error
swing,0.15,solar,corr,0.9954012036323548
swing,0.2,solar,corr,0.9915057420730592
swing,0.25,solar,corr,0.9863060712814332
swing,0.3,solar,corr,0.9797423481941224
swing,0.4,solar,corr,0.9656447768211364
swing,0.5,solar,corr,0.9536796808242798
swing,0.65,solar,corr,0.9149163365364076
swing,0.8,solar,corr,0.8337738513946533
sz,0.01,weather,mae,2.085207462310791
sz,0.03,weather,mae,6.201304912567139
sz,0.05,weather,mae,8.654047012329102
sz,0.07,weather,mae,13.836450576782228
sz,0.1,weather,mae,18.313175201416016
sz,0.15,weather,mae,21.103927612304688
sz,0.2,weather,mae,21.2470760345459
sz,0.25,weather,mae,53.12692642211914
sz,0.3,weather,mae,53.13122177124024
sz,0.4,weather,mae,53.13122177124024
sz,0.5,weather,mae,53.13122177124024
sz,0.65,weather,mae,53.17519378662109
sz,0.8,weather,mae,309.5768737792969
pmc,0.01,weather,mae,1.5437424182891846
pmc,0.03,weather,mae,4.08013391494751
pmc,0.05,weather,mae,6.102978706359863
pmc,0.07,weather,mae,7.983757972717285
pmc,0.1,weather,mae,10.879231452941896
pmc,0.15,weather,mae,11.770739555358888
pmc,0.2,weather,mae,12.833732604980469
pmc,0.25,weather,mae,12.832746505737305
pmc,0.3,weather,mae,12.831971168518066
pmc,0.4,weather,mae,13.68840503692627
pmc,0.5,weather,mae,13.68840503692627
pmc,0.65,weather,mae,13.68840503692627
pmc,0.8,weather,mae,13.68840503692627
swing,0.01,weather,mae,1.8919655084609983
swing,0.03,weather,mae,5.373290538787842
swing,0.05,weather,mae,8.516885757446289
swing,0.07,weather,mae,10.809033393859863
swing,0.1,weather,mae,13.868250846862791
swing,0.15,weather,mae,22.81985855102539
swing,0.2,weather,mae,14.744327545166016
swing,0.25,weather,mae,12.640632629394531
swing,0.3,weather,mae,70.61309814453125
swing,0.4,weather,mae,73.26791381835938
swing,0.5,weather,mae,74.05606079101562
swing,0.65,weather,mae,75.22421264648438
swing,0.8,weather,mae,71.19356536865234
sz,0.01,weather,rmse,2.390763998031616
sz,0.03,weather,rmse,7.123881340026856
sz,0.05,weather,rmse,10.46983242034912
sz,0.07,weather,rmse,16.002628326416016
sz,0.1,weather,rmse,21.73569869995117
sz,0.15,weather,rmse,26.337905883789062
sz,0.2,weather,rmse,26.67449378967285
sz,0.25,weather,rmse,55.561405181884766
sz,0.3,weather,rmse,55.56911849975586
sz,0.4,weather,rmse,55.56911849975586
sz,0.5,weather,rmse,55.56911849975586
sz,0.65,weather,rmse,55.66946029663086
sz,0.8,weather,rmse,310.00457763671875
pmc,0.01,weather,rmse,1.900225043296814
pmc,0.03,weather,rmse,5.060812950134277
pmc,0.05,weather,rmse,7.726108551025391
pmc,0.07,weather,rmse,10.289299011230469
pmc,0.1,weather,rmse,13.973790168762209
pmc,0.15,weather,rmse,15.521071434020996
pmc,0.2,weather,rmse,17.185667037963867
pmc,0.25,weather,rmse,17.183086395263672
pmc,0.3,weather,rmse,17.181055068969727
pmc,0.4,weather,rmse,18.831178665161133
pmc,0.5,weather,rmse,18.831178665161133
pmc,0.65,weather,rmse,18.831178665161133
pmc,0.8,weather,rmse,18.831178665161133
swing,0.01,weather,rmse,2.277822971343994
swing,0.03,weather,rmse,6.446351528167725
swing,0.05,weather,rmse,10.225508689880373
swing,0.07,weather,rmse,13.213566780090332
swing,0.1,weather,rmse,17.22332000732422
swing,0.15,weather,rmse,28.725622177124023
swing,0.2,weather,rmse,19.075883865356445
swing,0.25,weather,rmse,16.4941463470459
swing,0.3,weather,rmse,72.69520568847656
swing,0.4,weather,rmse,75.29093933105469
swing,0.5,weather,rmse,76.0624008178711
swing,0.65,weather,rmse,77.20651245117188
swing,0.8,weather,rmse,73.2623519897461
sz,0.01,weather,nrmse,0.0201073512434959
sz,0.03,weather,nrmse,0.0599149018526077
sz,0.05,weather,nrmse,0.0880557894706726
sz,0.07,weather,nrmse,0.1345889717340469
sz,0.1,weather,nrmse,0.1828065514564514
sz,0.15,weather,nrmse,0.2215130925178527
sz,0.2,weather,nrmse,0.224343940615654
sz,0.25,weather,nrmse,0.4672952592372894
sz,0.3,weather,nrmse,0.4673601388931274
sz,0.4,weather,nrmse,0.4673601388931274
sz,0.5,weather,nrmse,0.4673601388931274
sz,0.65,weather,nrmse,0.4682040512561798
sz,0.8,weather,nrmse,2.607271671295166
pmc,0.01,weather,nrmse,0.0159817077219486
pmc,0.03,weather,nrmse,0.042563609778881
pmc,0.05,weather,nrmse,0.0649798884987831
pmc,0.07,weather,nrmse,0.0865374207496643
pmc,0.1,weather,nrmse,0.117525577545166
pmc,0.15,weather,nrmse,0.1305388808250427
pmc,0.2,weather,nrmse,0.1445388346910476
pmc,0.25,weather,nrmse,0.1445171386003494
pmc,0.3,weather,nrmse,0.14450004696846
pmc,0.4,weather,nrmse,0.1583783030509948
pmc,0.5,weather,nrmse,0.1583783030509948
pmc,0.65,weather,nrmse,0.1583783030509948
pmc,0.8,weather,nrmse,0.1583783030509948
swing,0.01,weather,nrmse,0.0191574692726135
swing,0.03,weather,nrmse,0.0542165823280811
swing,0.05,weather,nrmse,0.086000919342041
swing,0.07,weather,nrmse,0.1111317723989486
swing,0.1,weather,nrmse,0.1448555141687393
swing,0.15,weather,nrmse,0.2415948212146759
swing,0.2,weather,nrmse,0.1604363769292831
swing,0.25,weather,nrmse,0.1387228518724441
swing,0.3,weather,nrmse,0.611397922039032
swing,0.4,weather,nrmse,0.63322913646698
swing,0.5,weather,nrmse,0.6397174596786499
swing,0.65,weather,nrmse,0.6493399143218994
swing,0.8,weather,nrmse,0.6161678433418274
sz,0.01,weather,rse,0.1468634456396103
sz,0.03,weather,rse,0.4376165270805359
sz,0.05,weather,rse,0.6431566476821899
sz,0.07,weather,rse,0.9830335378646852
sz,0.1,weather,rse,1.3352131843566897
sz,0.15,weather,rse,1.6179245710372925
sz,0.2,weather,rse,1.6386009454727173
sz,0.25,weather,rse,3.413109540939331
sz,0.3,weather,rse,3.413583517074585
sz,0.4,weather,rse,3.413583517074585
sz,0.5,weather,rse,3.413583517074585
sz,0.65,weather,rse,3.4197473526000977
sz,0.8,weather,rse,19.043426513671875
pmc,0.01,weather,rse,0.1167298853397369
pmc,0.03,weather,rse,0.3108832240104675
pmc,0.05,weather,rse,0.4746110439300537
pmc,0.07,weather,rse,0.632066547870636
pmc,0.1,weather,rse,0.8584029674530029
pmc,0.15,weather,rse,0.9534518122673036
pmc,0.2,weather,rse,1.0557069778442385
pmc,0.25,weather,rse,1.0555484294891355
pmc,0.3,weather,rse,1.0554237365722656
pmc,0.4,weather,rse,1.1567901372909546
pmc,0.5,weather,rse,1.1567901372909546
pmc,0.65,weather,rse,1.1567901372909546
pmc,0.8,weather,rse,1.1567901372909546
swing,0.01,weather,rse,0.1399255394935608
swing,0.03,weather,rse,0.3959962129592895
swing,0.05,weather,rse,0.6281479597091675
swing,0.07,weather,rse,0.8117029070854187
swing,0.1,weather,rse,1.058019995689392
swing,0.15,weather,rse,1.7646007537841797
swing,0.2,weather,rse,1.171822190284729
swing,0.25,weather,rse,1.0132273435592651
swing,0.3,weather,rse,4.465630531311035
swing,0.4,weather,rse,4.625085353851318
swing,0.5,weather,rse,4.672475814819336
swing,0.65,weather,rse,4.742757797241211
swing,0.8,weather,rse,4.500470161437988
sz,0.01,weather,corr,0.9893618822097778
sz,0.03,weather,corr,0.906521201133728
sz,0.05,weather,corr,0.8332617878913879
sz,0.07,weather,corr,0.8228375315666199
sz,0.1,weather,corr,0.6980392932891846
sz,0.15,weather,corr,0.2503860890865326
sz,0.2,weather,corr,
sz,0.25,weather,corr,0.0413807146251201
sz,0.3,weather,corr,
sz,0.4,weather,corr,
sz,0.5,weather,corr,
sz,0.65,weather,corr,0.0363358706235885
sz,0.8,weather,corr,-1.955288553290302e-06
pmc,0.01,weather,corr,0.9931635856628418
pmc,0.03,weather,corr,0.950448215007782
pmc,0.05,weather,corr,0.880196213722229
pmc,0.07,weather,corr,0.7749279141426086
pmc,0.1,weather,corr,0.5145546197891235
pmc,0.15,weather,corr,0.3248846530914306
pmc,0.2,weather,corr,
pmc,0.25,weather,corr,-1.9571684788388666e-06
pmc,0.3,weather,corr,-1.9571684788388666e-06
pmc,0.4,weather,corr,1.9571684788388666e-06
pmc,0.5,weather,corr,1.9571684788388666e-06
pmc,0.65,weather,corr,1.9571684788388666e-06
pmc,0.8,weather,corr,1.9571684788388666e-06
swing,0.01,weather,corr,0.9904151558876038
swing,0.03,weather,corr,0.9224466681480408
swing,0.05,weather,corr,0.7968844771385193
swing,0.07,weather,corr,0.6808176040649414
swing,0.1,weather,corr,0.4350154101848602
swing,0.15,weather,corr,0.0697944685816764
swing,0.2,weather,corr,0.1344089806079864
swing,0.25,weather,corr,0.1344089806079864
swing,0.3,weather,corr,-0.1344089806079864
swing,0.4,weather,corr,-0.1344089806079864
swing,0.5,weather,corr,-0.1344089955091476
swing,0.65,weather,corr,-0.1344089955091476
swing,0.8,weather,corr,-0.1344090402126312
sz,0.01,belhle02,mae,3.942303895950317
sz,0.03,belhle02,mae,11.66981029510498
sz,0.05,belhle02,mae,19.307031631469727
sz,0.07,belhle02,mae,25.311771392822266
sz,0.1,belhle02,mae,38.209354400634766
sz,0.15,belhle02,mae,56.94002151489258
sz,0.2,belhle02,mae,68.72508239746094
sz,0.25,belhle02,mae,78.29219055175781
sz,0.3,belhle02,mae,119.23681640625
sz,0.4,belhle02,mae,212.72813415527344
sz,0.5,belhle02,mae,118.03396606445312
sz,0.65,belhle02,mae,430.0982360839844
sz,0.8,belhle02,mae,590.1739501953125
pmc,0.01,belhle02,mae,3.1489968299865723
pmc,0.03,belhle02,mae,9.36377239227295
pmc,0.05,belhle02,mae,14.498034477233888
pmc,0.07,belhle02,mae,19.631261825561523
pmc,0.1,belhle02,mae,26.332155227661133
pmc,0.15,belhle02,mae,38.62555694580078
pmc,0.2,belhle02,mae,47.09842300415039
pmc,0.25,belhle02,mae,56.09202194213867
pmc,0.3,belhle02,mae,67.09456634521484
pmc,0.4,belhle02,mae,83.71407318115234
pmc,0.5,belhle02,mae,86.71543884277344
pmc,0.65,belhle02,mae,88.91118621826172
pmc,0.8,belhle02,mae,90.2734832763672
swing,0.01,belhle02,mae,3.614891290664673
swing,0.03,belhle02,mae,10.827693939208984
swing,0.05,belhle02,mae,17.429636001586914
swing,0.07,belhle02,mae,23.687061309814453
swing,0.1,belhle02,mae,32.39187240600586
swing,0.15,belhle02,mae,45.59670639038086
swing,0.2,belhle02,mae,54.86495208740234
swing,0.25,belhle02,mae,69.46792602539062
swing,0.3,belhle02,mae,92.89554595947266
swing,0.4,belhle02,mae,132.23194885253906
swing,0.5,belhle02,mae,199.7087554931641
swing,0.65,belhle02,mae,404.4150390625
swing,0.8,belhle02,mae,555.3324584960938
sz,0.01,belhle02,rmse,4.7526469230651855
sz,0.03,belhle02,rmse,14.109375
sz,0.05,belhle02,rmse,23.300466537475582
sz,0.07,belhle02,rmse,30.876724243164062
sz,0.1,belhle02,rmse,46.47471618652344
sz,0.15,belhle02,rmse,70.14212799072266
sz,0.2,belhle02,rmse,84.39486694335938
sz,0.25,belhle02,rmse,98.44705963134766
sz,0.3,belhle02,rmse,141.63385009765625
sz,0.4,belhle02,rmse,242.8492431640625
sz,0.5,belhle02,rmse,157.7197723388672
sz,0.65,belhle02,rmse,462.7601318359375
sz,0.8,belhle02,rmse,622.714111328125
pmc,0.01,belhle02,rmse,4.103666305541992
pmc,0.03,belhle02,rmse,11.884407997131348
pmc,0.05,belhle02,rmse,18.475011825561523
pmc,0.07,belhle02,rmse,25.007471084594727
pmc,0.1,belhle02,rmse,33.54377365112305
pmc,0.15,belhle02,rmse,48.839454650878906
pmc,0.2,belhle02,rmse,60.15023422241211
pmc,0.25,belhle02,rmse,74.44664764404297
pmc,0.3,belhle02,rmse,88.18362426757812
pmc,0.4,belhle02,rmse,106.92764282226562
pmc,0.5,belhle02,rmse,112.87562561035156
pmc,0.65,belhle02,rmse,113.82947540283205
pmc,0.8,belhle02,rmse,117.3637237548828
swing,0.01,belhle02,rmse,4.734821319580078
swing,0.03,belhle02,rmse,13.694694519042969
swing,0.05,belhle02,rmse,21.831148147583008
swing,0.07,belhle02,rmse,29.858755111694336
swing,0.1,belhle02,rmse,40.48248672485352
swing,0.15,belhle02,rmse,57.50767135620117
swing,0.2,belhle02,rmse,70.27301025390625
swing,0.25,belhle02,rmse,91.36770629882812
swing,0.3,belhle02,rmse,119.16706085205078
swing,0.4,belhle02,rmse,164.7130126953125
swing,0.5,belhle02,rmse,226.4829864501953
swing,0.65,belhle02,rmse,442.1100769042969
swing,0.8,belhle02,rmse,596.0242919921875
sz,0.01,belhle02,nrmse,0.0038327598012983
sz,0.03,belhle02,nrmse,0.0113784689456224
sz,0.05,belhle02,nrmse,0.0187906008213758
sz,0.07,belhle02,nrmse,0.0249004550278186
sz,0.1,belhle02,nrmse,0.0374794155359268
sz,0.15,belhle02,nrmse,0.0565659366548061
sz,0.2,belhle02,nrmse,0.0680600181221962
sz,0.25,belhle02,nrmse,0.0793923735618591
sz,0.3,belhle02,nrmse,0.1142202541232109
sz,0.4,belhle02,nrmse,0.195845142006874
sz,0.5,belhle02,nrmse,0.1271927058696746
sz,0.65,belhle02,nrmse,0.3731917142868042
sz,0.8,belhle02,nrmse,0.5021861791610718
pmc,0.01,belhle02,nrmse,0.0033093909732997
pmc,0.03,belhle02,nrmse,0.0095841502770781
pmc,0.05,belhle02,nrmse,0.0148991253226995
pmc,0.07,belhle02,nrmse,0.0201672110706567
pmc,0.1,belhle02,nrmse,0.0270512886345386
pmc,0.15,belhle02,nrmse,0.0393864512443542
pmc,0.2,belhle02,nrmse,0.0485079996287822
pmc,0.25,belhle02,nrmse,0.0600373074412345
pmc,0.3,belhle02,nrmse,0.071115456521511
pmc,0.4,belhle02,nrmse,0.0862315222620964
pmc,0.5,belhle02,nrmse,0.0910282582044601
pmc,0.65,belhle02,nrmse,0.0917974859476089
pmc,0.8,belhle02,nrmse,0.0946476683020591
swing,0.01,belhle02,nrmse,0.0038183843716979
swing,0.03,belhle02,nrmse,0.011044050566852
swing,0.05,belhle02,nrmse,0.0176056735217571
swing,0.07,belhle02,nrmse,0.0240795146673917
swing,0.1,belhle02,nrmse,0.0326469950377941
swing,0.15,belhle02,nrmse,0.0463769137859344
swing,0.2,belhle02,nrmse,0.0566714853048324
swing,0.25,belhle02,nrmse,0.0736832469701767
swing,0.3,belhle02,nrmse,0.0961019694805145
swing,0.4,belhle02,nrmse,0.1328323781490326
swing,0.5,belhle02,nrmse,0.1826466172933578
swing,0.65,belhle02,nrmse,0.3565385341644287
swing,0.8,belhle02,nrmse,0.4806622564792633
sz,0.01,belhle02,rse,0.0188980586826801
sz,0.03,belhle02,rse,0.0561034344136714
sz,0.05,belhle02,rse,0.0926501750946044
sz,0.07,belhle02,rse,0.1227758228778839
sz,0.1,belhle02,rse,0.1847984939813614
sz,0.15,belhle02,rse,0.2789077758789062
sz,0.2,belhle02,rse,0.3355812728404999
sz,0.25,belhle02,rse,0.3914573192596435
sz,0.3,belhle02,rse,0.5631819367408752
sz,0.4,belhle02,rse,0.9656471014022828
sz,0.5,belhle02,rse,0.6271447539329529
sz,0.65,belhle02,rse,1.8400838375091555
sz,0.8,belhle02,rse,2.476112604141236
pmc,0.01,belhle02,rse,0.0163175035268068
pmc,0.03,belhle02,rse,0.0472562424838542
pmc,0.05,belhle02,rse,0.0734626129269599
pmc,0.07,belhle02,rse,0.0994377806782722
pmc,0.1,belhle02,rse,0.1333808749914169
pmc,0.15,belhle02,rse,0.1942014545202255
pmc,0.2,belhle02,rse,0.2391767650842666
pmc,0.25,belhle02,rse,0.2960239052772522
pmc,0.3,belhle02,rse,0.3506465554237366
pmc,0.4,belhle02,rse,0.4251788258552551
pmc,0.5,belhle02,rse,0.4488299489021301
pmc,0.65,belhle02,rse,0.4526227414608001
pmc,0.8,belhle02,rse,0.4666760861873626
swing,0.01,belhle02,rse,0.0188271775841712
swing,0.03,belhle02,rse,0.0544545277953147
swing,0.05,belhle02,rse,0.0868076980113983
swing,0.07,belhle02,rse,0.1187280640006065
swing,0.1,belhle02,rse,0.1609714329242706
swing,0.15,belhle02,rse,0.2286690771579742
swing,0.2,belhle02,rse,0.2794281840324402
swing,0.25,belhle02,rse,0.3633074760437011
swing,0.3,belhle02,rse,0.4738467335700989
swing,0.4,belhle02,rse,0.6549521684646606
swing,0.5,belhle02,rse,0.9005695581436157
swing,0.65,belhle02,rse,1.7579723596572876
swing,0.8,belhle02,rse,2.3699851036071777
sz,0.01,belhle02,corr,0.9998222589492798
sz,0.03,belhle02,corr,0.9984465837478638
sz,0.05,belhle02,corr,0.9957479238510132
sz,0.07,belhle02,corr,0.992581307888031
sz,0.1,belhle02,corr,0.9836967587471008
sz,0.15,belhle02,corr,0.9653377532958984
sz,0.2,belhle02,corr,0.9493988156318665
sz,0.25,belhle02,corr,0.9329439997673036
sz,0.3,belhle02,corr,0.8946863412857056
sz,0.4,belhle02,corr,0.8248370289802551
sz,0.5,belhle02,corr,0.8867619633674622
sz,0.65,belhle02,corr,0.7582326531410217
sz,0.8,belhle02,corr,0.6132436990737915
pmc,0.01,belhle02,corr,0.9998669028282166
pmc,0.03,belhle02,corr,0.9988828301429749
pmc,0.05,belhle02,corr,0.9972979426383972
pmc,0.07,belhle02,corr,0.9950438141822816
pmc,0.1,belhle02,corr,0.9910648465156556
pmc,0.15,belhle02,corr,0.980962097644806
pmc,0.2,belhle02,corr,0.970976948738098
pmc,0.25,belhle02,corr,0.9551925659179688
pmc,0.3,belhle02,corr,0.936547040939331
pmc,0.4,belhle02,corr,0.905110001564026
pmc,0.5,belhle02,corr,0.8939206004142761
pmc,0.65,belhle02,corr,0.8929028511047363
pmc,0.8,belhle02,corr,0.8885647654533386
swing,0.01,belhle02,corr,0.9998228549957277
swing,0.03,belhle02,corr,0.9985199570655824
swing,0.05,belhle02,corr,0.9962263703346252
swing,0.07,belhle02,corr,0.9931151270866394
swing,0.1,belhle02,corr,0.987889289855957
swing,0.15,belhle02,corr,0.9742961525917052
swing,0.2,belhle02,corr,0.9629981517791748
swing,0.25,belhle02,corr,0.934581995010376
swing,0.3,belhle02,corr,0.8996231555938721
swing,0.4,belhle02,corr,0.8121935725212097
swing,0.5,belhle02,corr,0.8096404671669006
swing,0.65,belhle02,corr,0.7812728881835938
swing,0.8,belhle02,corr,0.5957978367805481
sz,0.01,aus,mae,29.597017288208008
sz,0.03,aus,mae,88.24195861816406
sz,0.05,aus,mae,144.75067138671875
sz,0.07,aus,mae,200.69407653808594
sz,0.1,aus,mae,292.7535705566406
sz,0.15,aus,mae,419.27197265625
sz,0.2,aus,mae,538.8494262695312
sz,0.25,aus,mae,714.7835693359375
sz,0.3,aus,mae,927.2395629882812
sz,0.4,aus,mae,1344.4468994140625
sz,0.5,aus,mae,1895.910888671875
sz,0.65,aus,mae,2370.76025390625
sz,0.8,aus,mae,3895.614990234375
pmc,0.01,aus,mae,19.36859130859375
pmc,0.03,aus,mae,87.99156951904297
pmc,0.05,aus,mae,137.4884033203125
pmc,0.07,aus,mae,182.88006591796875
pmc,0.1,aus,mae,243.30870056152344
pmc,0.15,aus,mae,332.086669921875
pmc,0.2,aus,mae,432.6529846191406
pmc,0.25,aus,mae,567.6896362304688
pmc,0.3,aus,mae,695.4230346679688
pmc,0.4,aus,mae,825.10791015625
pmc,0.5,aus,mae,896.705322265625
pmc,0.65,aus,mae,960.6760864257812
pmc,0.8,aus,mae,985.8411254882812
swing,0.01,aus,mae,25.300029754638672
swing,0.03,aus,mae,87.22252655029297
swing,0.05,aus,mae,142.26283264160156
swing,0.07,aus,mae,198.798583984375
swing,0.1,aus,mae,304.2912902832031
swing,0.15,aus,mae,466.2868347167969
swing,0.2,aus,mae,650.4963989257812
swing,0.25,aus,mae,730.496826171875
swing,0.3,aus,mae,912.6707153320312
swing,0.4,aus,mae,1234.4443359375
swing,0.5,aus,mae,1366.16796875
swing,0.65,aus,mae,1388.5069580078125
swing,0.8,aus,mae,1877.76953125
sz,0.01,aus,rmse,34.83883285522461
sz,0.03,aus,rmse,103.77558135986328
sz,0.05,aus,rmse,170.6195526123047
sz,0.07,aus,rmse,236.7476806640625
sz,0.1,aus,rmse,343.7892150878906
sz,0.15,aus,rmse,496.2459411621094
sz,0.2,aus,rmse,636.725341796875
sz,0.25,aus,rmse,840.2525634765625
sz,0.3,aus,rmse,1085.3543701171875
sz,0.4,aus,rmse,1578.3857421875
sz,0.5,aus,rmse,2177.6044921875
sz,0.65,aus,rmse,2612.223876953125
sz,0.8,aus,rmse,3983.50537109375
pmc,0.01,aus,rmse,29.900390625
pmc,0.03,aus,rmse,106.88754272460938
pmc,0.05,aus,rmse,166.7275848388672
pmc,0.07,aus,rmse,223.37693786621094
pmc,0.1,aus,rmse,297.91497802734375
pmc,0.15,aus,rmse,411.6564025878906
pmc,0.2,aus,rmse,532.914794921875
pmc,0.25,aus,rmse,692.2667236328125
pmc,0.3,aus,rmse,833.083984375
pmc,0.4,aus,rmse,986.3414916992188
pmc,0.5,aus,rmse,1085.9154052734375
pmc,0.65,aus,rmse,1177.3248291015625
pmc,0.8,aus,rmse,1214.2659912109375
swing,0.01,aus,rmse,33.66192626953125
swing,0.03,aus,rmse,106.70362091064453
swing,0.05,aus,rmse,175.2725830078125
swing,0.07,aus,rmse,247.89541625976562
swing,0.1,aus,rmse,372.36871337890625
swing,0.15,aus,rmse,570.1134033203125
swing,0.2,aus,rmse,783.3406982421875
swing,0.25,aus,rmse,892.6532592773438
swing,0.3,aus,rmse,1103.239013671875
swing,0.4,aus,rmse,1476.623046875
swing,0.5,aus,rmse,1665.191650390625
swing,0.65,aus,rmse,1682.96728515625
swing,0.8,aus,rmse,2201.921630859375
sz,0.01,aus,nrmse,0.004057503771036863
sz,0.03,aus,nrmse,0.01208622008562088
sz,0.05,aus,nrmse,0.019871201366186142
sz,0.07,aus,nrmse,0.027572812512516975
sz,0.1,aus,nrmse,0.04003940150141716
sz,0.15,aus,nrmse,0.05779527127742767
sz,0.2,aus,nrmse,0.07415620237588882
sz,0.25,aus,nrmse,0.09785999357700348
sz,0.3,aus,nrmse,0.1264057755470276
sz,0.4,aus,nrmse,0.18382665514945984
sz,0.5,aus,nrmse,0.2536146640777588
sz,0.65,aus,nrmse,0.3042325973510742
sz,0.8,aus,nrmse,0.4639388620853424
pmc,0.01,aus,nrmse,0.003482348285615444
pmc,0.03,aus,nrmse,0.012448654510080814
pmc,0.05,aus,nrmse,0.01941792294383049
pmc,0.07,aus,nrmse,0.026015589013695717
pmc,0.1,aus,nrmse,0.034696660935878754
pmc,0.15,aus,nrmse,0.04794355109333992
pmc,0.2,aus,nrmse,0.06206590682268143
pmc,0.25,aus,nrmse,0.08062482625246048
pmc,0.3,aus,nrmse,0.09702510386705399
pmc,0.4,aus,nrmse,0.11487423628568649
pmc,0.5,aus,nrmse,0.12647110223770142
pmc,0.65,aus,nrmse,0.13711710274219513
pmc,0.8,aus,nrmse,0.14141945540905
swing,0.01,aus,nrmse,0.003920435439795256
swing,0.03,aus,nrmse,0.012427234090864658
swing,0.05,aus,nrmse,0.020413117483258247
swing,0.07,aus,nrmse,0.02887113392353058
swing,0.1,aus,nrmse,0.043367911130189896
swing,0.15,aus,nrmse,0.0663982406258583
swing,0.2,aus,nrmse,0.09123175591230392
swing,0.25,aus,nrmse,0.10396283864974976
swing,0.3,aus,nrmse,0.1284887045621872
swing,0.4,aus,nrmse,0.17197486758232117
swing,0.5,aus,nrmse,0.19393649697303772
swing,0.65,aus,nrmse,0.19600674510002136
swing,0.8,aus,nrmse,0.2564467489719391
sz,0.01,aus,rse,0.028894254937767982
sz,0.03,aus,rse,0.08606826514005661
sz,0.05,aus,rse,0.1415065973997116
sz,0.07,aus,rse,0.19635123014450073
sz,0.1,aus,rse,0.2851281762123108
sz,0.15,aus,rse,0.41157111525535583
sz,0.2,aus,rse,0.528080403804779
sz,0.25,aus,rse,0.6968795657157898
sz,0.3,aus,rse,0.9001594185829163
sz,0.4,aus,rse,1.309064507484436
sz,0.5,aus,rse,1.8060380220413208
sz,0.65,aus,rse,2.1664977073669434
sz,0.8,aus,rse,3.3037967681884766
pmc,0.01,aus,rse,0.02479846216738224
pmc,0.03,aus,rse,0.08864922821521759
pmc,0.05,aus,rse,0.13827872276306152
pmc,0.07,aus,rse,0.18526193499565125
pmc,0.1,aus,rse,0.24708150327205658
pmc,0.15,aus,rse,0.3414151072502136
pmc,0.2,aus,rse,0.44198310375213623
pmc,0.25,aus,rse,0.574144721031189
pmc,0.3,aus,rse,0.6909341216087341
pmc,0.4,aus,rse,0.818041205406189
pmc,0.5,aus,rse,0.9006247520446777
pmc,0.65,aus,rse,0.9764369130134583
pmc,0.8,aus,rse,1.0070747137069702
swing,0.01,aus,rse,0.027918163686990738
swing,0.03,aus,rse,0.08849669247865677
swing,0.05,aus,rse,0.1453656703233719
swing,0.07,aus,rse,0.20559681951999664
swing,0.1,aus,rse,0.308831125497818
swing,0.15,aus,rse,0.4728344976902008
swing,0.2,aus,rse,0.649678647518158
swing,0.25,aus,rse,0.7403391003608704
swing,0.3,aus,rse,0.9149923920631409
swing,0.4,aus,rse,1.2246655225753784
swing,0.5,aus,rse,1.3810585737228394
swing,0.65,aus,rse,1.3958011865615845
swing,0.8,aus,rse,1.826205849647522
sz,0.01,aus,corr,0.9995841383934021
sz,0.03,aus,corr,0.9963441491127014
sz,0.05,aus,corr,0.9902282953262329
sz,0.07,aus,corr,0.981465756893158
sz,0.1,aus,corr,0.9627144932746887
sz,0.15,aus,corr,0.9301509857177734
sz,0.2,aus,corr,0.888625979423523
sz,0.25,aus,corr,0.8455175161361694
sz,0.3,aus,corr,0.7910627126693726
sz,0.4,aus,corr,0.6260331273078918
sz,0.5,aus,corr,0.5709723830223083
sz,0.65,aus,corr,0.4175652265548706
sz,0.8,aus,corr,0.7910094857215881
pmc,0.01,aus,corr,0.999692440032959
pmc,0.03,aus,corr,0.9960629343986511
pmc,0.05,aus,corr,0.9903934001922607
pmc,0.07,aus,corr,0.9826892018318176
pmc,0.1,aus,corr,0.9689946174621582
pmc,0.15,aus,corr,0.9399126172065735
pmc,0.2,aus,corr,0.8970233798027039
pmc,0.25,aus,corr,0.8187538385391235
pmc,0.3,aus,corr,0.7229176163673401
pmc,0.4,aus,corr,0.5751596689224243
pmc,0.5,aus,corr,0.43459782004356384
pmc,0.65,aus,corr,0.21677613258361816
pmc,0.8,aus,corr,0.04025375470519066
swing,0.01,aus,corr,0.9996106624603271
swing,0.03,aus,corr,0.9961069822311401
swing,0.05,aus,corr,0.9894900918006897
swing,0.07,aus,corr,0.9788426756858826
swing,0.1,aus,corr,0.9522278904914856
swing,0.15,aus,corr,0.8878125548362732
swing,0.2,aus,corr,0.799135148525238
swing,0.25,aus,corr,0.7296761274337769
swing,0.3,aus,corr,0.5803085565567017
swing,0.4,aus,corr,0.3409411907196045
swing,0.5,aus,corr,0.10610966384410858
swing,0.65,aus,corr,0.0773305743932724
swing,0.8,aus,corr,0.0773305743932724
sz,0.01,aus,psnr,47.83482074737549
sz,0.03,aus,psnr,38.35418939590454
sz,0.05,aus,psnr,34.035518169403076
sz,0.07,aus,psnr,31.190378665924072
sz,0.1,aus,psnr,27.95024871826172
sz,0.15,aus,psnr,24.76215362548828
sz,0.2,aus,psnr,22.597050666809082
sz,0.25,aus,psnr,20.18789529800415
sz,0.3,aus,psnr,17.964662313461304
sz,0.4,aus,psnr,14.711830615997314
sz,0.5,aus,psnr,11.916513442993164
sz,0.65,aus,psnr,10.335885286331177
sz,0.8,aus,psnr,6.670785546302795
