,eb,eblc,metric,value,model,tfe,data,te_metric,te
441,0.027,sz,nrmse,0.0927484594285488,gru,0.2544644881556895,weather,corr,0.9215096235275269
442,0.027,sz,nrmse,0.0906023681163787,informer,0.22753461962408553,weather,mae,5.815421581268311
442,0.027,sz,nrmse,0.0906023681163787,informer,0.22753461962408553,weather,rmse,6.644353866577148
442,0.027,sz,nrmse,0.0906023681163787,informer,0.22753461962408553,weather,nrmse,0.0621548555791378
442,0.027,sz,nrmse,0.0906023681163787,informer,0.22753461962408553,weather,rse,0.4082348644733429
442,0.027,sz,nrmse,0.0906023681163787,informer,0.22753461962408553,weather,corr,0.9215096235275269
443,0.027,sz,nrmse,0.098106563091278,nbeats,0.24867193361908455,weather,mae,5.815421581268311
443,0.027,sz,nrmse,0.098106563091278,nbeats,0.24867193361908455,weather,rmse,6.644353866577148
443,0.027,sz,nrmse,0.098106563091278,nbeats,0.24867193361908455,weather,nrmse,0.0621548555791378
443,0.027,sz,nrmse,0.098106563091278,nbeats,0.24867193361908455,weather,rse,0.4082348644733429
443,0.027,sz,nrmse,0.098106563091278,nbeats,0.24867193361908455,weather,corr,0.9215096235275269
444,0.027,sz,nrmse,0.1127823926508426,transformer,0.2544595763214631,weather,mae,5.815421581268311
444,0.027,sz,nrmse,0.1127823926508426,transformer,0.2544595763214631,weather,rmse,6.644353866577148
444,0.027,sz,nrmse,0.1127823926508426,transformer,0.2544595763214631,weather,nrmse,0.0621548555791378
444,0.027,sz,nrmse,0.1127823926508426,transformer,0.2544595763214631,weather,rse,0.4082348644733429
444,0.027,sz,nrmse,0.1127823926508426,transformer,0.2544595763214631,weather,corr,0.9215096235275269
445,0.03,sz,nrmse,0.0851500704884529,dlinear,0.18234329359489523,weather,mae,6.201362133026123
445,0.03,sz,nrmse,0.0851500704884529,dlinear,0.18234329359489523,weather,rmse,7.1239213943481445
445,0.03,sz,nrmse,0.0851500704884529,dlinear,0.18234329359489523,weather,nrmse,0.0666409879922866
445,0.03,sz,nrmse,0.0851500704884529,dlinear,0.18234329359489523,weather,rse,0.4376999139785766
445,0.03,sz,nrmse,0.0851500704884529,dlinear,0.18234329359489523,weather,corr,0.9064691662788392
446,0.03,sz,nrmse,0.0954313166439533,gru,0.2754237015211956,weather,mae,6.201362133026123
446,0.03,sz,nrmse,0.0954313166439533,gru,0.2754237015211956,weather,rmse,7.1239213943481445
446,0.03,sz,nrmse,0.0954313166439533,gru,0.2754237015211956,weather,nrmse,0.0666409879922866
446,0.03,sz,nrmse,0.0954313166439533,gru,0.2754237015211956,weather,rse,0.4376999139785766
446,0.03,sz,nrmse,0.0954313166439533,gru,0.2754237015211956,weather,corr,0.9064691662788392
447,0.03,sz,nrmse,0.0909957699477672,informer,0.2308742176680225,weather,mae,6.201362133026123
447,0.03,sz,nrmse,0.0909957699477672,informer,0.2308742176680225,weather,rmse,7.1239213943481445
447,0.03,sz,nrmse,0.0909957699477672,informer,0.2308742176680225,weather,nrmse,0.0666409879922866
447,0.03,sz,nrmse,0.0909957699477672,informer,0.2308742176680225,weather,rse,0.4376999139785766
447,0.03,sz,nrmse,0.0909957699477672,informer,0.2308742176680225,weather,corr,0.9064691662788392
448,0.03,sz,nrmse,0.0989559926092624,nbeats,0.2551212675143453,weather,mae,6.201362133026123
448,0.03,sz,nrmse,0.0989559926092624,nbeats,0.2551212675143453,weather,rmse,7.1239213943481445
448,0.03,sz,nrmse,0.0989559926092624,nbeats,0.2551212675143453,weather,nrmse,0.0666409879922866
448,0.03,sz,nrmse,0.0989559926092624,nbeats,0.2551212675143453,weather,rse,0.4376999139785766
448,0.03,sz,nrmse,0.0989559926092624,nbeats,0.2551212675143453,weather,corr,0.9064691662788392
449,0.03,sz,nrmse,0.112387154251337,transformer,0.2518376912334,weather,mae,6.201362133026123
449,0.03,sz,nrmse,0.112387154251337,transformer,0.2518376912334,weather,rmse,7.1239213943481445
449,0.03,sz,nrmse,0.112387154251337,transformer,0.2518376912334,weather,nrmse,0.0666409879922866
449,0.03,sz,nrmse,0.112387154251337,transformer,0.2518376912334,weather,rse,0.4376999139785766
449,0.03,sz,nrmse,0.112387154251337,transformer,0.2518376912334,weather,corr,0.9064691662788392
450,0.0,pmc,rse,0.4569636434316635,dlinear,0.0,weather,rmse,0.0
450,0.0,pmc,rse,0.4569636434316635,dlinear,0.0,weather,mae,0.0
450,0.0,pmc,rse,0.4569636434316635,dlinear,0.0,weather,nrmse,0.0
450,0.0,pmc,rse,0.4569636434316635,dlinear,0.0,weather,rse,0.0
450,0.0,pmc,rse,0.4569636434316635,dlinear,0.0,weather,corr,1.0
451,0.0,pmc,rse,0.4539621472358703,gru,0.0,weather,rmse,0.0
451,0.0,pmc,rse,0.4539621472358703,gru,0.0,weather,mae,0.0
451,0.0,pmc,rse,0.4539621472358703,gru,0.0,weather,nrmse,0.0
451,0.0,pmc,rse,0.4539621472358703,gru,0.0,weather,rse,0.0
451,0.0,pmc,rse,0.4539621472358703,gru,0.0,weather,corr,1.0
452,0.0,pmc,rse,0.461932435631752,informer,0.0,weather,rmse,0.0
452,0.0,pmc,rse,0.461932435631752,informer,0.0,weather,mae,0.0
452,0.0,pmc,rse,0.461932435631752,informer,0.0,weather,nrmse,0.0
452,0.0,pmc,rse,0.461932435631752,informer,0.0,weather,rse,0.0
452,0.0,pmc,rse,0.461932435631752,informer,0.0,weather,corr,1.0
453,0.0,pmc,rse,0.4836636781692505,nbeats,0.0,weather,rmse,0.0
453,0.0,pmc,rse,0.4836636781692505,nbeats,0.0,weather,mae,0.0
453,0.0,pmc,rse,0.4836636781692505,nbeats,0.0,weather,nrmse,0.0
453,0.0,pmc,rse,0.4836636781692505,nbeats,0.0,weather,rse,0.0
453,0.0,pmc,rse,0.4836636781692505,nbeats,0.0,weather,corr,1.0
454,0.0,pmc,rse,0.565264880657196,transformer,0.0,weather,rmse,0.0
454,0.0,pmc,rse,0.565264880657196,transformer,0.0,weather,mae,0.0
454,0.0,pmc,rse,0.565264880657196,transformer,0.0,weather,nrmse,0.0
454,0.0,pmc,rse,0.565264880657196,transformer,0.0,weather,rse,0.0
454,0.0,pmc,rse,0.565264880657196,transformer,0.0,weather,corr,1.0
455,0.01,pmc,rse,0.4580981135368347,dlinear,0.002476478447842338,weather,mae,1.5437424182891846
455,0.01,pmc,rse,0.4580981135368347,dlinear,0.002476478447842338,weather,rmse,1.900225043296814
455,0.01,pmc,rse,0.4580981135368347,dlinear,0.002476478447842338,weather,nrmse,0.0177757255733013
455,0.01,pmc,rse,0.4580981135368347,dlinear,0.002476478447842338,weather,rse,0.1167514696717262
455,0.01,pmc,rse,0.4580981135368347,dlinear,0.002476478447842338,weather,corr,0.993161141872406
456,0.01,pmc,rse,0.4541816562414169,gru,0.00048330662969332133,weather,mae,1.5437424182891846
456,0.01,pmc,rse,0.4541816562414169,gru,0.00048330662969332133,weather,rmse,1.900225043296814
456,0.01,pmc,rse,0.4541816562414169,gru,0.00048330662969332133,weather,nrmse,0.0177757255733013
456,0.01,pmc,rse,0.4541816562414169,gru,0.00048330662969332133,weather,rse,0.1167514696717262
456,0.01,pmc,rse,0.4541816562414169,gru,0.00048330662969332133,weather,corr,0.993161141872406
457,0.01,pmc,rse,0.4618042707443237,informer,-0.00027753075393124123,weather,mae,1.5437424182891846
457,0.01,pmc,rse,0.4618042707443237,informer,-0.00027753075393124123,weather,rmse,1.900225043296814
457,0.01,pmc,rse,0.4618042707443237,informer,-0.00027753075393124123,weather,nrmse,0.0177757255733013
457,0.01,pmc,rse,0.4618042707443237,informer,-0.00027753075393124123,weather,rse,0.1167514696717262
457,0.01,pmc,rse,0.4618042707443237,informer,-0.00027753075393124123,weather,corr,0.993161141872406
458,0.01,pmc,rse,0.4801025539636612,nbeats,-0.007417423998662658,weather,mae,1.5437424182891846
458,0.01,pmc,rse,0.4801025539636612,nbeats,-0.007417423998662658,weather,rmse,1.900225043296814
458,0.01,pmc,rse,0.4801025539636612,nbeats,-0.007417423998662658,weather,nrmse,0.0177757255733013
458,0.01,pmc,rse,0.4801025539636612,nbeats,-0.007417423998662658,weather,rse,0.1167514696717262
458,0.01,pmc,rse,0.4801025539636612,nbeats,-0.007417423998662658,weather,corr,0.993161141872406
459,0.01,pmc,rse,0.559591680765152,transformer,-0.010138106206809357,weather,mae,1.5437424182891846
459,0.01,pmc,rse,0.559591680765152,transformer,-0.010138106206809357,weather,rmse,1.900225043296814
459,0.01,pmc,rse,0.559591680765152,transformer,-0.010138106206809357,weather,nrmse,0.0177757255733013
459,0.01,pmc,rse,0.559591680765152,transformer,-0.010138106206809357,weather,rse,0.1167514696717262
459,0.01,pmc,rse,0.559591680765152,transformer,-0.010138106206809357,weather,corr,0.993161141872406
460,0.013,pmc,rse,0.4637367576360702,dlinear,0.014605515074830589,weather,mae,2.031219959259033
460,0.013,pmc,rse,0.4637367576360702,dlinear,0.014605515074830589,weather,rmse,2.4789822101593018
460,0.013,pmc,rse,0.4637367576360702,dlinear,0.014605515074830589,weather,nrmse,0.0231897328048944
460,0.013,pmc,rse,0.4637367576360702,dlinear,0.014605515074830589,weather,rse,0.1523108184337616
460,0.013,pmc,rse,0.4637367576360702,dlinear,0.014605515074830589,weather,corr,0.9883325695991516
461,0.013,pmc,rse,0.4572901129722595,gru,0.0072775807785529344,weather,mae,2.031219959259033
461,0.013,pmc,rse,0.4572901129722595,gru,0.0072775807785529344,weather,rmse,2.4789822101593018
461,0.013,pmc,rse,0.4572901129722595,gru,0.0072775807785529344,weather,nrmse,0.0231897328048944
461,0.013,pmc,rse,0.4572901129722595,gru,0.0072775807785529344,weather,rse,0.1523108184337616
461,0.013,pmc,rse,0.4572901129722595,gru,0.0072775807785529344,weather,corr,0.9883325695991516
462,0.013,pmc,rse,0.460641086101532,informer,-0.00280337462111532,weather,mae,2.031219959259033
462,0.013,pmc,rse,0.460641086101532,informer,-0.00280337462111532,weather,rmse,2.4789822101593018
462,0.013,pmc,rse,0.460641086101532,informer,-0.00280337462111532,weather,nrmse,0.0231897328048944
462,0.013,pmc,rse,0.460641086101532,informer,-0.00280337462111532,weather,rse,0.1523108184337616
462,0.013,pmc,rse,0.460641086101532,informer,-0.00280337462111532,weather,corr,0.9883325695991516
463,0.013,pmc,rse,0.4826743900775909,nbeats,-0.002049597227440576,weather,mae,2.031219959259033
463,0.013,pmc,rse,0.4826743900775909,nbeats,-0.002049597227440576,weather,rmse,2.4789822101593018
463,0.013,pmc,rse,0.4826743900775909,nbeats,-0.002049597227440576,weather,nrmse,0.0231897328048944
463,0.013,pmc,rse,0.4826743900775909,nbeats,-0.002049597227440576,weather,rse,0.1523108184337616
463,0.013,pmc,rse,0.4826743900775909,nbeats,-0.002049597227440576,weather,corr,0.9883325695991516
464,0.013,pmc,rse,0.562094122171402,transformer,-0.0056409742794413945,weather,mae,2.031219959259033
464,0.013,pmc,rse,0.562094122171402,transformer,-0.0056409742794413945,weather,rmse,2.4789822101593018
464,0.013,pmc,rse,0.562094122171402,transformer,-0.0056409742794413945,weather,nrmse,0.0231897328048944
464,0.013,pmc,rse,0.562094122171402,transformer,-0.0056409742794413945,weather,rse,0.1523108184337616
464,0.013,pmc,rse,0.562094122171402,transformer,-0.0056409742794413945,weather,corr,0.9883325695991516
465,0.015,pmc,rse,0.4653697609901428,dlinear,0.018063308498158657,weather,mae,2.2712252140045166
465,0.015,pmc,rse,0.4653697609901428,dlinear,0.018063308498158657,weather,rmse,2.7810516357421875
465,0.015,pmc,rse,0.4653697609901428,dlinear,0.018063308498158657,weather,nrmse,0.0260154511779546
465,0.015,pmc,rse,0.4653697609901428,dlinear,0.018063308498158657,weather,rse,0.1708702147006988
465,0.015,pmc,rse,0.4653697609901428,dlinear,0.018063308498158657,weather,corr,0.985293447971344
466,0.015,pmc,rse,0.4591063410043716,gru,0.011204797906401165,weather,mae,2.2712252140045166
466,0.015,pmc,rse,0.4591063410043716,gru,0.011204797906401165,weather,rmse,2.7810516357421875
466,0.015,pmc,rse,0.4591063410043716,gru,0.011204797906401165,weather,nrmse,0.0260154511779546
466,0.015,pmc,rse,0.4591063410043716,gru,0.011204797906401165,weather,rse,0.1708702147006988
466,0.015,pmc,rse,0.4591063410043716,gru,0.011204797906401165,weather,corr,0.985293447971344
467,0.015,pmc,rse,0.4608456343412399,informer,-0.002358276198201766,weather,mae,2.2712252140045166
467,0.015,pmc,rse,0.4608456343412399,informer,-0.002358276198201766,weather,rmse,2.7810516357421875
467,0.015,pmc,rse,0.4608456343412399,informer,-0.002358276198201766,weather,nrmse,0.0260154511779546
467,0.015,pmc,rse,0.4608456343412399,informer,-0.002358276198201766,weather,rse,0.1708702147006988
467,0.015,pmc,rse,0.4608456343412399,informer,-0.002358276198201766,weather,corr,0.985293447971344
468,0.015,pmc,rse,0.4824734926223755,nbeats,-0.002466841318900269,weather,mae,2.2712252140045166
468,0.015,pmc,rse,0.4824734926223755,nbeats,-0.002466841318900269,weather,rmse,2.7810516357421875
468,0.015,pmc,rse,0.4824734926223755,nbeats,-0.002466841318900269,weather,nrmse,0.0260154511779546
468,0.015,pmc,rse,0.4824734926223755,nbeats,-0.002466841318900269,weather,rse,0.1708702147006988
468,0.015,pmc,rse,0.4824734926223755,nbeats,-0.002466841318900269,weather,corr,0.985293447971344
469,0.015,pmc,rse,0.5642841160297394,transformer,-0.0017380688195819708,weather,mae,2.2712252140045166
469,0.015,pmc,rse,0.5642841160297394,transformer,-0.0017380688195819708,weather,rmse,2.7810516357421875
469,0.015,pmc,rse,0.5642841160297394,transformer,-0.0017380688195819708,weather,nrmse,0.0260154511779546
469,0.015,pmc,rse,0.5642841160297394,transformer,-0.0017380688195819708,weather,rse,0.1708702147006988
469,0.015,pmc,rse,0.5642841160297394,transformer,-0.0017380688195819708,weather,corr,0.985293447971344
470,0.017,pmc,rse,0.4689385741949081,dlinear,0.025536245943946066,weather,mae,2.5188891887664795
470,0.017,pmc,rse,0.4689385741949081,dlinear,0.025536245943946066,weather,rmse,3.0906317234039307
470,0.017,pmc,rse,0.4689385741949081,dlinear,0.025536245943946066,weather,nrmse,0.028911430388689
470,0.017,pmc,rse,0.4689385741949081,dlinear,0.025536245943946066,weather,rse,0.1898910701274871
470,0.017,pmc,rse,0.4689385741949081,dlinear,0.025536245943946066,weather,corr,0.9818052649497986
471,0.017,pmc,rse,0.4620081782341003,gru,0.017415343228303296,weather,mae,2.5188891887664795
471,0.017,pmc,rse,0.4620081782341003,gru,0.017415343228303296,weather,rmse,3.0906317234039307
471,0.017,pmc,rse,0.4620081782341003,gru,0.017415343228303296,weather,nrmse,0.028911430388689
471,0.017,pmc,rse,0.4620081782341003,gru,0.017415343228303296,weather,rse,0.1898910701274871
471,0.017,pmc,rse,0.4620081782341003,gru,0.017415343228303296,weather,corr,0.9818052649497986
472,0.017,pmc,rse,0.4666080325841903,informer,0.010020395333838748,weather,mae,2.5188891887664795
472,0.017,pmc,rse,0.4666080325841903,informer,0.010020395333838748,weather,rmse,3.0906317234039307
472,0.017,pmc,rse,0.4666080325841903,informer,0.010020395333838748,weather,nrmse,0.028911430388689
472,0.017,pmc,rse,0.4666080325841903,informer,0.010020395333838748,weather,rse,0.1898910701274871
472,0.017,pmc,rse,0.4666080325841903,informer,0.010020395333838748,weather,corr,0.9818052649497986
473,0.017,pmc,rse,0.4855912923812866,nbeats,0.003969622689450059,weather,mae,2.5188891887664795
473,0.017,pmc,rse,0.4855912923812866,nbeats,0.003969622689450059,weather,rmse,3.0906317234039307
473,0.017,pmc,rse,0.4855912923812866,nbeats,0.003969622689450059,weather,nrmse,0.028911430388689
473,0.017,pmc,rse,0.4855912923812866,nbeats,0.003969622689450059,weather,rse,0.1898910701274871
473,0.017,pmc,rse,0.4855912923812866,nbeats,0.003969622689450059,weather,corr,0.9818052649497986
474,0.017,pmc,rse,0.5661193430423737,transformer,0.0015093326092439424,weather,mae,2.5188891887664795
474,0.017,pmc,rse,0.5661193430423737,transformer,0.0015093326092439424,weather,rmse,3.0906317234039307
474,0.017,pmc,rse,0.5661193430423737,transformer,0.0015093326092439424,weather,nrmse,0.028911430388689
474,0.017,pmc,rse,0.5661193430423737,transformer,0.0015093326092439424,weather,rse,0.1898910701274871
474,0.017,pmc,rse,0.5661193430423737,transformer,0.0015093326092439424,weather,corr,0.9818052649497986
475,0.02,pmc,rse,0.4763276278972626,dlinear,0.040652658656565706,weather,mae,2.880774974822998
475,0.02,pmc,rse,0.4763276278972626,dlinear,0.040652658656565706,weather,rmse,3.560198783874512
475,0.02,pmc,rse,0.4763276278972626,dlinear,0.040652658656565706,weather,nrmse,0.0333040133118629
475,0.02,pmc,rse,0.4763276278972626,dlinear,0.040652658656565706,weather,rse,0.218741700053215
475,0.02,pmc,rse,0.4763276278972626,dlinear,0.040652658656565706,weather,corr,0.9757828116416932
476,0.02,pmc,rse,0.4680974185466766,gru,0.03019728533152927,weather,mae,2.880774974822998
476,0.02,pmc,rse,0.4680974185466766,gru,0.03019728533152927,weather,rmse,3.560198783874512
476,0.02,pmc,rse,0.4680974185466766,gru,0.03019728533152927,weather,nrmse,0.0333040133118629
476,0.02,pmc,rse,0.4680974185466766,gru,0.03019728533152927,weather,rse,0.218741700053215
476,0.02,pmc,rse,0.4680974185466766,gru,0.03019728533152927,weather,corr,0.9757828116416932
477,0.02,pmc,rse,0.4726810455322265,informer,0.022739667693617457,weather,mae,2.880774974822998
477,0.02,pmc,rse,0.4726810455322265,informer,0.022739667693617457,weather,rmse,3.560198783874512
477,0.02,pmc,rse,0.4726810455322265,informer,0.022739667693617457,weather,nrmse,0.0333040133118629
477,0.02,pmc,rse,0.4726810455322265,informer,0.022739667693617457,weather,rse,0.218741700053215
477,0.02,pmc,rse,0.4726810455322265,informer,0.022739667693617457,weather,corr,0.9757828116416932
478,0.02,pmc,rse,0.4939548075199127,nbeats,0.020834151614664398,weather,mae,2.880774974822998
478,0.02,pmc,rse,0.4939548075199127,nbeats,0.020834151614664398,weather,rmse,3.560198783874512
478,0.02,pmc,rse,0.4939548075199127,nbeats,0.020834151614664398,weather,nrmse,0.0333040133118629
478,0.02,pmc,rse,0.4939548075199127,nbeats,0.020834151614664398,weather,rse,0.218741700053215
478,0.02,pmc,rse,0.4939548075199127,nbeats,0.020834151614664398,weather,corr,0.9757828116416932
479,0.02,pmc,rse,0.5713268220424652,transformer,0.010610286706999024,weather,mae,2.880774974822998
479,0.02,pmc,rse,0.5713268220424652,transformer,0.010610286706999024,weather,rmse,3.560198783874512
479,0.02,pmc,rse,0.5713268220424652,transformer,0.010610286706999024,weather,nrmse,0.0333040133118629
479,0.02,pmc,rse,0.5713268220424652,transformer,0.010610286706999024,weather,rse,0.218741700053215
479,0.02,pmc,rse,0.5713268220424652,transformer,0.010610286706999024,weather,corr,0.9757828116416932
480,0.023,pmc,rse,0.4870392382144928,dlinear,0.06175189270804491,weather,mae,3.30318284034729
480,0.023,pmc,rse,0.4870392382144928,dlinear,0.06175189270804491,weather,rmse,4.093139171600342
480,0.023,pmc,rse,0.4870392382144928,dlinear,0.06175189270804491,weather,nrmse,0.0382894240319728
480,0.023,pmc,rse,0.4870392382144928,dlinear,0.06175189270804491,weather,rse,0.2514860332012176
480,0.023,pmc,rse,0.4870392382144928,dlinear,0.06175189270804491,weather,corr,0.9678610563278198
481,0.023,pmc,rse,0.4799001514911651,gru,0.054048751963714094,weather,mae,3.30318284034729
481,0.023,pmc,rse,0.4799001514911651,gru,0.054048751963714094,weather,rmse,4.093139171600342
481,0.023,pmc,rse,0.4799001514911651,gru,0.054048751963714094,weather,nrmse,0.0382894240319728
481,0.023,pmc,rse,0.4799001514911651,gru,0.054048751963714094,weather,rse,0.2514860332012176
481,0.023,pmc,rse,0.4799001514911651,gru,0.054048751963714094,weather,corr,0.9678610563278198
482,0.023,pmc,rse,0.4779295921325683,informer,0.03347178489081503,weather,mae,3.30318284034729
482,0.023,pmc,rse,0.4779295921325683,informer,0.03347178489081503,weather,rmse,4.093139171600342
482,0.023,pmc,rse,0.4779295921325683,informer,0.03347178489081503,weather,nrmse,0.0382894240319728
482,0.023,pmc,rse,0.4779295921325683,informer,0.03347178489081503,weather,rse,0.2514860332012176
482,0.023,pmc,rse,0.4779295921325683,informer,0.03347178489081503,weather,corr,0.9678610563278198
483,0.023,pmc,rse,0.5003427267074585,nbeats,0.033335247317305264,weather,mae,3.30318284034729
483,0.023,pmc,rse,0.5003427267074585,nbeats,0.033335247317305264,weather,rmse,4.093139171600342
483,0.023,pmc,rse,0.5003427267074585,nbeats,0.033335247317305264,weather,nrmse,0.0382894240319728
483,0.023,pmc,rse,0.5003427267074585,nbeats,0.033335247317305264,weather,rse,0.2514860332012176
483,0.023,pmc,rse,0.5003427267074585,nbeats,0.033335247317305264,weather,corr,0.9678610563278198
484,0.023,pmc,rse,0.5767167210578918,transformer,0.01985695920119896,weather,mae,3.30318284034729
484,0.023,pmc,rse,0.5767167210578918,transformer,0.01985695920119896,weather,rmse,4.093139171600342
484,0.023,pmc,rse,0.5767167210578918,transformer,0.01985695920119896,weather,nrmse,0.0382894240319728
484,0.023,pmc,rse,0.5767167210578918,transformer,0.01985695920119896,weather,rse,0.2514860332012176
484,0.023,pmc,rse,0.5767167210578918,transformer,0.01985695920119896,weather,corr,0.9678610563278198
485,0.025,pmc,rse,0.4906424283981323,dlinear,0.06864221888927251,weather,mae,3.5050859451293945
485,0.025,pmc,rse,0.4906424283981323,dlinear,0.06864221888927251,weather,rmse,4.336653232574463
485,0.025,pmc,rse,0.4906424283981323,dlinear,0.06864221888927251,weather,nrmse,0.0405673868954181
485,0.025,pmc,rse,0.4906424283981323,dlinear,0.06864221888927251,weather,rse,0.2664477229118347
485,0.025,pmc,rse,0.4906424283981323,dlinear,0.06864221888927251,weather,corr,0.9638494253158568
486,0.025,pmc,rse,0.4830936789512634,gru,0.060302034542522004,weather,mae,3.5050859451293945
486,0.025,pmc,rse,0.4830936789512634,gru,0.060302034542522004,weather,rmse,4.336653232574463
486,0.025,pmc,rse,0.4830936789512634,gru,0.060302034542522004,weather,nrmse,0.0405673868954181
486,0.025,pmc,rse,0.4830936789512634,gru,0.060302034542522004,weather,rse,0.2664477229118347
486,0.025,pmc,rse,0.4830936789512634,gru,0.060302034542522004,weather,corr,0.9638494253158568
487,0.025,pmc,rse,0.4861367344856262,informer,0.04978907607030438,weather,mae,3.5050859451293945
487,0.025,pmc,rse,0.4861367344856262,informer,0.04978907607030438,weather,rmse,4.336653232574463
487,0.025,pmc,rse,0.4861367344856262,informer,0.04978907607030438,weather,nrmse,0.0405673868954181
487,0.025,pmc,rse,0.4861367344856262,informer,0.04978907607030438,weather,rse,0.2664477229118347
487,0.025,pmc,rse,0.4861367344856262,informer,0.04978907607030438,weather,corr,0.9638494253158568
488,0.025,pmc,rse,0.5072489678859711,nbeats,0.0464964765034722,weather,mae,3.5050859451293945
488,0.025,pmc,rse,0.5072489678859711,nbeats,0.0464964765034722,weather,rmse,4.336653232574463
488,0.025,pmc,rse,0.5072489678859711,nbeats,0.0464964765034722,weather,nrmse,0.0405673868954181
488,0.025,pmc,rse,0.5072489678859711,nbeats,0.0464964765034722,weather,rse,0.2664477229118347
488,0.025,pmc,rse,0.5072489678859711,nbeats,0.0464964765034722,weather,corr,0.9638494253158568
489,0.025,pmc,rse,0.5817924737930298,transformer,0.028408055931148677,weather,mae,3.5050859451293945
489,0.025,pmc,rse,0.5817924737930298,transformer,0.028408055931148677,weather,rmse,4.336653232574463
489,0.025,pmc,rse,0.5817924737930298,transformer,0.028408055931148677,weather,nrmse,0.0405673868954181
489,0.025,pmc,rse,0.5817924737930298,transformer,0.028408055931148677,weather,rse,0.2664477229118347
489,0.025,pmc,rse,0.5817924737930298,transformer,0.028408055931148677,weather,corr,0.9638494253158568
490,0.027,pmc,rse,0.498011901974678,dlinear,0.0824242520715933,weather,mae,3.773116111755371
490,0.027,pmc,rse,0.498011901974678,dlinear,0.0824242520715933,weather,rmse,4.655881881713867
490,0.027,pmc,rse,0.498011901974678,dlinear,0.0824242520715933,weather,nrmse,0.0435536205768585
490,0.027,pmc,rse,0.498011901974678,dlinear,0.0824242520715933,weather,rse,0.2860614061355591
490,0.027,pmc,rse,0.498011901974678,dlinear,0.0824242520715933,weather,corr,0.958211362361908
491,0.027,pmc,rse,0.494805708527565,gru,0.08254464446911157,weather,mae,3.773116111755371
491,0.027,pmc,rse,0.494805708527565,gru,0.08254464446911157,weather,rmse,4.655881881713867
491,0.027,pmc,rse,0.494805708527565,gru,0.08254464446911157,weather,nrmse,0.0435536205768585
491,0.027,pmc,rse,0.494805708527565,gru,0.08254464446911157,weather,rse,0.2860614061355591
491,0.027,pmc,rse,0.494805708527565,gru,0.08254464446911157,weather,corr,0.958211362361908
492,0.027,pmc,rse,0.4945864081382751,informer,0.0660227858453275,weather,mae,3.773116111755371
492,0.027,pmc,rse,0.4945864081382751,informer,0.0660227858453275,weather,rmse,4.655881881713867
492,0.027,pmc,rse,0.4945864081382751,informer,0.0660227858453275,weather,nrmse,0.0435536205768585
492,0.027,pmc,rse,0.4945864081382751,informer,0.0660227858453275,weather,rse,0.2860614061355591
492,0.027,pmc,rse,0.4945864081382751,informer,0.0660227858453275,weather,corr,0.958211362361908
493,0.027,pmc,rse,0.5190307199954987,nbeats,0.06814055597047299,weather,mae,3.773116111755371
493,0.027,pmc,rse,0.5190307199954987,nbeats,0.06814055597047299,weather,rmse,4.655881881713867
493,0.027,pmc,rse,0.5190307199954987,nbeats,0.06814055597047299,weather,nrmse,0.0435536205768585
493,0.027,pmc,rse,0.5190307199954987,nbeats,0.06814055597047299,weather,rse,0.2860614061355591
493,0.027,pmc,rse,0.5190307199954987,nbeats,0.06814055597047299,weather,corr,0.958211362361908
494,0.027,pmc,rse,0.5930974185466766,transformer,0.04692743050152085,weather,mae,3.773116111755371
494,0.027,pmc,rse,0.5930974185466766,transformer,0.04692743050152085,weather,rmse,4.655881881713867
494,0.027,pmc,rse,0.5930974185466766,transformer,0.04692743050152085,weather,nrmse,0.0435536205768585
494,0.027,pmc,rse,0.5930974185466766,transformer,0.04692743050152085,weather,rse,0.2860614061355591
494,0.027,pmc,rse,0.5930974185466766,transformer,0.04692743050152085,weather,corr,0.958211362361908
495,0.03,pmc,rse,0.5108005404472351,dlinear,0.10539710268989597,weather,mae,4.08013391494751
495,0.03,pmc,rse,0.5108005404472351,dlinear,0.10539710268989597,weather,rmse,5.060812950134277
495,0.03,pmc,rse,0.5108005404472351,dlinear,0.10539710268989597,weather,nrmse,0.0473415628075599
495,0.03,pmc,rse,0.5108005404472351,dlinear,0.10539710268989597,weather,rse,0.3109407126903534
495,0.03,pmc,rse,0.5108005404472351,dlinear,0.10539710268989597,weather,corr,0.950429379940033
496,0.03,pmc,rse,0.505439043045044,gru,0.10184590311632515,weather,mae,4.08013391494751
496,0.03,pmc,rse,0.505439043045044,gru,0.10184590311632515,weather,rmse,5.060812950134277
496,0.03,pmc,rse,0.505439043045044,gru,0.10184590311632515,weather,nrmse,0.0473415628075599
496,0.03,pmc,rse,0.505439043045044,gru,0.10184590311632515,weather,rse,0.3109407126903534
496,0.03,pmc,rse,0.505439043045044,gru,0.10184590311632515,weather,corr,0.950429379940033
497,0.03,pmc,rse,0.5016530454158783,informer,0.07917944513064257,weather,mae,4.08013391494751
497,0.03,pmc,rse,0.5016530454158783,informer,0.07917944513064257,weather,rmse,5.060812950134277
497,0.03,pmc,rse,0.5016530454158783,informer,0.07917944513064257,weather,nrmse,0.0473415628075599
497,0.03,pmc,rse,0.5016530454158783,informer,0.07917944513064257,weather,rse,0.3109407126903534
497,0.03,pmc,rse,0.5016530454158783,informer,0.07917944513064257,weather,corr,0.950429379940033
