,eb,eblc,metric,value,model,tfe,data,te_metric,te
117,0.015,sz,mae,0.3172336518764496,informer,0.12451601023805979,weather,nrmse,0.0332630351185798
117,0.015,sz,mae,0.3172336518764496,informer,0.12451601023805979,weather,rse,0.2184725552797317
117,0.015,sz,mae,0.3172336518764496,informer,0.12451601023805979,weather,corr,0.9770655035972596
118,0.015,sz,mae,0.3288376331329345,nbeats,0.13396654510257425,weather,mae,3.0765223503112797
118,0.015,sz,mae,0.3288376331329345,nbeats,0.13396654510257425,weather,rmse,3.5558180809021
118,0.015,sz,mae,0.3288376331329345,nbeats,0.13396654510257425,weather,nrmse,0.0332630351185798
118,0.015,sz,mae,0.3288376331329345,nbeats,0.13396654510257425,weather,rse,0.2184725552797317
118,0.015,sz,mae,0.3288376331329345,nbeats,0.13396654510257425,weather,corr,0.9770655035972596
119,0.015,sz,mae,0.3553048819303512,transformer,0.1360011092048866,weather,mae,3.0765223503112797
119,0.015,sz,mae,0.3553048819303512,transformer,0.1360011092048866,weather,rmse,3.5558180809021
119,0.015,sz,mae,0.3553048819303512,transformer,0.1360011092048866,weather,nrmse,0.0332630351185798
119,0.015,sz,mae,0.3553048819303512,transformer,0.1360011092048866,weather,rse,0.2184725552797317
119,0.015,sz,mae,0.3553048819303512,transformer,0.1360011092048866,weather,corr,0.9770655035972596
120,0.017,sz,mae,0.3053444921970367,dlinear,0.08784850484512403,weather,mae,3.513284683227539
120,0.017,sz,mae,0.3053444921970367,dlinear,0.08784850484512403,weather,rmse,4.050535678863525
120,0.017,sz,mae,0.3053444921970367,dlinear,0.08784850484512403,weather,nrmse,0.0378908887505531
120,0.017,sz,mae,0.3053444921970367,dlinear,0.08784850484512403,weather,rse,0.2488684207201004
120,0.017,sz,mae,0.3053444921970367,dlinear,0.08784850484512403,weather,corr,0.9709445834159852
121,0.017,sz,mae,0.3353494703769684,gru,0.22470733291144043,weather,mae,3.513284683227539
121,0.017,sz,mae,0.3353494703769684,gru,0.22470733291144043,weather,rmse,4.050535678863525
121,0.017,sz,mae,0.3353494703769684,gru,0.22470733291144043,weather,nrmse,0.0378908887505531
121,0.017,sz,mae,0.3353494703769684,gru,0.22470733291144043,weather,rse,0.2488684207201004
121,0.017,sz,mae,0.3353494703769684,gru,0.22470733291144043,weather,corr,0.9709445834159852
122,0.017,sz,mae,0.3340365439653396,informer,0.1685550930009541,weather,mae,3.513284683227539
122,0.017,sz,mae,0.3340365439653396,informer,0.1685550930009541,weather,rmse,4.050535678863525
122,0.017,sz,mae,0.3340365439653396,informer,0.1685550930009541,weather,nrmse,0.0378908887505531
122,0.017,sz,mae,0.3340365439653396,informer,0.1685550930009541,weather,rse,0.2488684207201004
122,0.017,sz,mae,0.3340365439653396,informer,0.1685550930009541,weather,corr,0.9709445834159852
123,0.017,sz,mae,0.340004563331604,nbeats,0.16241009022970287,weather,mae,3.513284683227539
123,0.017,sz,mae,0.340004563331604,nbeats,0.16241009022970287,weather,rmse,4.050535678863525
123,0.017,sz,mae,0.340004563331604,nbeats,0.16241009022970287,weather,nrmse,0.0378908887505531
123,0.017,sz,mae,0.340004563331604,nbeats,0.16241009022970287,weather,rse,0.2488684207201004
123,0.017,sz,mae,0.340004563331604,nbeats,0.16241009022970287,weather,corr,0.9709445834159852
124,0.017,sz,mae,0.3790712058544159,transformer,0.19017055597778515,weather,mae,3.513284683227539
124,0.017,sz,mae,0.3790712058544159,transformer,0.19017055597778515,weather,rmse,4.050535678863525
124,0.017,sz,mae,0.3790712058544159,transformer,0.19017055597778515,weather,nrmse,0.0378908887505531
124,0.017,sz,mae,0.3790712058544159,transformer,0.19017055597778515,weather,rse,0.2488684207201004
124,0.017,sz,mae,0.3790712058544159,transformer,0.19017055597778515,weather,corr,0.9709445834159852
125,0.02,sz,mae,0.3297040313482284,dlinear,0.15524103858874472,weather,mae,4.264991283416748
125,0.02,sz,mae,0.3297040313482284,dlinear,0.15524103858874472,weather,rmse,4.840138912200928
125,0.02,sz,mae,0.3297040313482284,dlinear,0.15524103858874472,weather,nrmse,0.0452772602438926
125,0.02,sz,mae,0.3297040313482284,dlinear,0.15524103858874472,weather,rse,0.2973823249340057
125,0.02,sz,mae,0.3297040313482284,dlinear,0.15524103858874472,weather,corr,0.958626925945282
126,0.02,sz,mae,0.3661490380764007,gru,0.2899230688650742,weather,mae,4.264991283416748
126,0.02,sz,mae,0.3661490380764007,gru,0.2899230688650742,weather,rmse,4.840138912200928
126,0.02,sz,mae,0.3661490380764007,gru,0.2899230688650742,weather,nrmse,0.0452772602438926
126,0.02,sz,mae,0.3661490380764007,gru,0.2899230688650742,weather,rse,0.2973823249340057
126,0.02,sz,mae,0.3661490380764007,gru,0.2899230688650742,weather,corr,0.958626925945282
127,0.02,sz,mae,0.3603211492300033,informer,0.22920710087361654,weather,mae,4.264991283416748
127,0.02,sz,mae,0.3603211492300033,informer,0.22920710087361654,weather,rmse,4.840138912200928
127,0.02,sz,mae,0.3603211492300033,informer,0.22920710087361654,weather,nrmse,0.0452772602438926
127,0.02,sz,mae,0.3603211492300033,informer,0.22920710087361654,weather,rse,0.2973823249340057
127,0.02,sz,mae,0.3603211492300033,informer,0.22920710087361654,weather,corr,0.958626925945282
128,0.02,sz,mae,0.3837641328573227,nbeats,0.25791816603068085,weather,mae,4.264991283416748
128,0.02,sz,mae,0.3837641328573227,nbeats,0.25791816603068085,weather,rmse,4.840138912200928
128,0.02,sz,mae,0.3837641328573227,nbeats,0.25791816603068085,weather,nrmse,0.0452772602438926
128,0.02,sz,mae,0.3837641328573227,nbeats,0.25791816603068085,weather,rse,0.2973823249340057
128,0.02,sz,mae,0.3837641328573227,nbeats,0.25791816603068085,weather,corr,0.958626925945282
129,0.02,sz,mae,0.4210613816976547,transformer,0.27093046946218663,weather,mae,4.264991283416748
129,0.02,sz,mae,0.4210613816976547,transformer,0.27093046946218663,weather,rmse,4.840138912200928
129,0.02,sz,mae,0.4210613816976547,transformer,0.27093046946218663,weather,nrmse,0.0452772602438926
129,0.02,sz,mae,0.4210613816976547,transformer,0.27093046946218663,weather,rse,0.2973823249340057
129,0.02,sz,mae,0.4210613816976547,transformer,0.27093046946218663,weather,corr,0.958626925945282
130,0.023,sz,mae,0.3516199141740799,dlinear,0.20789345578150745,weather,mae,4.978547096252441
130,0.023,sz,mae,0.3516199141740799,dlinear,0.20789345578150745,weather,rmse,5.658383846282959
130,0.023,sz,mae,0.3516199141740799,dlinear,0.20789345578150745,weather,nrmse,0.0529315620660781
130,0.023,sz,mae,0.3516199141740799,dlinear,0.20789345578150745,weather,rse,0.3476560115814209
130,0.023,sz,mae,0.3516199141740799,dlinear,0.20789345578150745,weather,corr,0.9456174969673156
131,0.023,sz,mae,0.4011528044939041,gru,0.3518829174750377,weather,mae,4.978547096252441
131,0.023,sz,mae,0.4011528044939041,gru,0.3518829174750377,weather,rmse,5.658383846282959
131,0.023,sz,mae,0.4011528044939041,gru,0.3518829174750377,weather,nrmse,0.0529315620660781
131,0.023,sz,mae,0.4011528044939041,gru,0.3518829174750377,weather,rse,0.3476560115814209
131,0.023,sz,mae,0.4011528044939041,gru,0.3518829174750377,weather,corr,0.9456174969673156
132,0.023,sz,mae,0.3881296664476394,informer,0.2844324790385173,weather,mae,4.978547096252441
132,0.023,sz,mae,0.3881296664476394,informer,0.2844324790385173,weather,rmse,5.658383846282959
132,0.023,sz,mae,0.3881296664476394,informer,0.2844324790385173,weather,nrmse,0.0529315620660781
132,0.023,sz,mae,0.3881296664476394,informer,0.2844324790385173,weather,rse,0.3476560115814209
132,0.023,sz,mae,0.3881296664476394,informer,0.2844324790385173,weather,corr,0.9456174969673156
133,0.023,sz,mae,0.418787881731987,nbeats,0.31997938826543737,weather,mae,4.978547096252441
133,0.023,sz,mae,0.418787881731987,nbeats,0.31997938826543737,weather,rmse,5.658383846282959
133,0.023,sz,mae,0.418787881731987,nbeats,0.31997938826543737,weather,nrmse,0.0529315620660781
133,0.023,sz,mae,0.418787881731987,nbeats,0.31997938826543737,weather,rse,0.3476560115814209
133,0.023,sz,mae,0.418787881731987,nbeats,0.31997938826543737,weather,corr,0.9456174969673156
134,0.023,sz,mae,0.4590056091547012,transformer,0.3311998420950712,weather,mae,4.978547096252441
134,0.023,sz,mae,0.4590056091547012,transformer,0.3311998420950712,weather,rmse,5.658383846282959
134,0.023,sz,mae,0.4590056091547012,transformer,0.3311998420950712,weather,nrmse,0.0529315620660781
134,0.023,sz,mae,0.4590056091547012,transformer,0.3311998420950712,weather,rse,0.3476560115814209
134,0.023,sz,mae,0.4590056091547012,transformer,0.3311998420950712,weather,corr,0.9456174969673156
135,0.025,sz,mae,0.3636348396539688,dlinear,0.23406559349519268,weather,mae,5.437051296234131
135,0.025,sz,mae,0.3636348396539688,dlinear,0.23406559349519268,weather,rmse,6.187185764312744
135,0.025,sz,mae,0.3636348396539688,dlinear,0.23406559349519268,weather,nrmse,0.0578782595694065
135,0.025,sz,mae,0.3636348396539688,dlinear,0.23406559349519268,weather,rse,0.3801460564136505
135,0.025,sz,mae,0.3636348396539688,dlinear,0.23406559349519268,weather,corr,0.9336256384849548
136,0.025,sz,mae,0.4174014925956726,gru,0.3771129478275584,weather,mae,5.437051296234131
136,0.025,sz,mae,0.4174014925956726,gru,0.3771129478275584,weather,rmse,6.187185764312744
136,0.025,sz,mae,0.4174014925956726,gru,0.3771129478275584,weather,nrmse,0.0578782595694065
136,0.025,sz,mae,0.4174014925956726,gru,0.3771129478275584,weather,rse,0.3801460564136505
136,0.025,sz,mae,0.4174014925956726,gru,0.3771129478275584,weather,corr,0.9336256384849548
137,0.025,sz,mae,0.4018951058387756,informer,0.30894161387732855,weather,mae,5.437051296234131
137,0.025,sz,mae,0.4018951058387756,informer,0.30894161387732855,weather,rmse,6.187185764312744
137,0.025,sz,mae,0.4018951058387756,informer,0.30894161387732855,weather,nrmse,0.0578782595694065
137,0.025,sz,mae,0.4018951058387756,informer,0.30894161387732855,weather,rse,0.3801460564136505
137,0.025,sz,mae,0.4018951058387756,informer,0.30894161387732855,weather,corr,0.9336256384849548
138,0.025,sz,mae,0.4337023496627807,nbeats,0.3433644255240082,weather,mae,5.437051296234131
138,0.025,sz,mae,0.4337023496627807,nbeats,0.3433644255240082,weather,rmse,6.187185764312744
138,0.025,sz,mae,0.4337023496627807,nbeats,0.3433644255240082,weather,nrmse,0.0578782595694065
138,0.025,sz,mae,0.4337023496627807,nbeats,0.3433644255240082,weather,rse,0.3801460564136505
138,0.025,sz,mae,0.4337023496627807,nbeats,0.3433644255240082,weather,corr,0.9336256384849548
139,0.025,sz,mae,0.4749095141887665,transformer,0.35359681221317263,weather,mae,5.437051296234131
139,0.025,sz,mae,0.4749095141887665,transformer,0.35359681221317263,weather,rmse,6.187185764312744
139,0.025,sz,mae,0.4749095141887665,transformer,0.35359681221317263,weather,nrmse,0.0578782595694065
139,0.025,sz,mae,0.4749095141887665,transformer,0.35359681221317263,weather,rse,0.3801460564136505
139,0.025,sz,mae,0.4749095141887665,transformer,0.35359681221317263,weather,corr,0.9336256384849548
140,0.027,sz,mae,0.3757969439029693,dlinear,0.25885391136457114,weather,mae,5.815421581268311
140,0.027,sz,mae,0.3757969439029693,dlinear,0.25885391136457114,weather,rmse,6.644353866577148
140,0.027,sz,mae,0.3757969439029693,dlinear,0.25885391136457114,weather,nrmse,0.0621548555791378
140,0.027,sz,mae,0.3757969439029693,dlinear,0.25885391136457114,weather,rse,0.4082348644733429
140,0.027,sz,mae,0.3757969439029693,dlinear,0.25885391136457114,weather,corr,0.9215096235275269
141,0.027,sz,mae,0.4306113421916961,gru,0.3962212328825429,weather,mae,5.815421581268311
141,0.027,sz,mae,0.4306113421916961,gru,0.3962212328825429,weather,rmse,6.644353866577148
141,0.027,sz,mae,0.4306113421916961,gru,0.3962212328825429,weather,nrmse,0.0621548555791378
141,0.027,sz,mae,0.4306113421916961,gru,0.3962212328825429,weather,rse,0.4082348644733429
141,0.027,sz,mae,0.4306113421916961,gru,0.3962212328825429,weather,corr,0.9215096235275269
142,0.027,sz,mae,0.4096673130989074,informer,0.322052371885256,weather,mae,5.815421581268311
142,0.027,sz,mae,0.4096673130989074,informer,0.322052371885256,weather,rmse,6.644353866577148
142,0.027,sz,mae,0.4096673130989074,informer,0.322052371885256,weather,nrmse,0.0621548555791378
142,0.027,sz,mae,0.4096673130989074,informer,0.322052371885256,weather,rse,0.4082348644733429
142,0.027,sz,mae,0.4096673130989074,informer,0.322052371885256,weather,corr,0.9215096235275269
143,0.027,sz,mae,0.4377081841230392,nbeats,0.3493738480284962,weather,mae,5.815421581268311
143,0.027,sz,mae,0.4377081841230392,nbeats,0.3493738480284962,weather,rmse,6.644353866577148
143,0.027,sz,mae,0.4377081841230392,nbeats,0.3493738480284962,weather,nrmse,0.0621548555791378
143,0.027,sz,mae,0.4377081841230392,nbeats,0.3493738480284962,weather,rse,0.4082348644733429
143,0.027,sz,mae,0.4377081841230392,nbeats,0.3493738480284962,weather,corr,0.9215096235275269
144,0.027,sz,mae,0.4850470572710037,transformer,0.36710671824487384,weather,mae,5.815421581268311
144,0.027,sz,mae,0.4850470572710037,transformer,0.36710671824487384,weather,rmse,6.644353866577148
144,0.027,sz,mae,0.4850470572710037,transformer,0.36710671824487384,weather,nrmse,0.0621548555791378
144,0.027,sz,mae,0.4850470572710037,transformer,0.36710671824487384,weather,rse,0.4082348644733429
144,0.027,sz,mae,0.4850470572710037,transformer,0.36710671824487384,weather,corr,0.9215096235275269
145,0.03,sz,mae,0.384888157248497,dlinear,0.27636008058566736,weather,mae,6.201362133026123
145,0.03,sz,mae,0.384888157248497,dlinear,0.27636008058566736,weather,rmse,7.1239213943481445
145,0.03,sz,mae,0.384888157248497,dlinear,0.27636008058566736,weather,nrmse,0.0666409879922866
145,0.03,sz,mae,0.384888157248497,dlinear,0.27636008058566736,weather,rse,0.4376999139785766
145,0.03,sz,mae,0.384888157248497,dlinear,0.27636008058566736,weather,corr,0.9064691662788392
146,0.03,sz,mae,0.4447178244590759,gru,0.41537314000954545,weather,mae,6.201362133026123
146,0.03,sz,mae,0.4447178244590759,gru,0.41537314000954545,weather,rmse,7.1239213943481445
146,0.03,sz,mae,0.4447178244590759,gru,0.41537314000954545,weather,nrmse,0.0666409879922866
146,0.03,sz,mae,0.4447178244590759,gru,0.41537314000954545,weather,rse,0.4376999139785766
146,0.03,sz,mae,0.4447178244590759,gru,0.41537314000954545,weather,corr,0.9064691662788392
147,0.03,sz,mae,0.4110441356897354,informer,0.32432320737162135,weather,mae,6.201362133026123
147,0.03,sz,mae,0.4110441356897354,informer,0.32432320737162135,weather,rmse,7.1239213943481445
147,0.03,sz,mae,0.4110441356897354,informer,0.32432320737162135,weather,nrmse,0.0666409879922866
147,0.03,sz,mae,0.4110441356897354,informer,0.32432320737162135,weather,rse,0.4376999139785766
147,0.03,sz,mae,0.4110441356897354,informer,0.32432320737162135,weather,corr,0.9064691662788392
148,0.03,sz,mae,0.4444017857313156,nbeats,0.3591736112091424,weather,mae,6.201362133026123
148,0.03,sz,mae,0.4444017857313156,nbeats,0.3591736112091424,weather,rmse,7.1239213943481445
148,0.03,sz,mae,0.4444017857313156,nbeats,0.3591736112091424,weather,nrmse,0.0666409879922866
148,0.03,sz,mae,0.4444017857313156,nbeats,0.3591736112091424,weather,rse,0.4376999139785766
148,0.03,sz,mae,0.4444017857313156,nbeats,0.3591736112091424,weather,corr,0.9064691662788392
149,0.03,sz,mae,0.4904715567827225,transformer,0.3741063683782487,weather,mae,6.201362133026123
149,0.03,sz,mae,0.4904715567827225,transformer,0.3741063683782487,weather,rmse,7.1239213943481445
149,0.03,sz,mae,0.4904715567827225,transformer,0.3741063683782487,weather,nrmse,0.0666409879922866
149,0.03,sz,mae,0.4904715567827225,transformer,0.3741063683782487,weather,rse,0.4376999139785766
149,0.03,sz,mae,0.4904715567827225,transformer,0.3741063683782487,weather,corr,0.9064691662788392
150,0.0,pmc,rmse,0.4101195782423019,dlinear,0.0,weather,rmse,0.0
150,0.0,pmc,rmse,0.4101195782423019,dlinear,0.0,weather,mae,0.0
150,0.0,pmc,rmse,0.4101195782423019,dlinear,0.0,weather,nrmse,0.0
150,0.0,pmc,rmse,0.4101195782423019,dlinear,0.0,weather,rse,0.0
150,0.0,pmc,rmse,0.4101195782423019,dlinear,0.0,weather,corr,1.0
151,0.0,pmc,rmse,0.4070849865674972,gru,0.0,weather,rmse,0.0
151,0.0,pmc,rmse,0.4070849865674972,gru,0.0,weather,mae,0.0
151,0.0,pmc,rmse,0.4070849865674972,gru,0.0,weather,nrmse,0.0
151,0.0,pmc,rmse,0.4070849865674972,gru,0.0,weather,rse,0.0
151,0.0,pmc,rmse,0.4070849865674972,gru,0.0,weather,corr,1.0
152,0.0,pmc,rmse,0.4145790636539459,informer,0.0,weather,rmse,0.0
152,0.0,pmc,rmse,0.4145790636539459,informer,0.0,weather,mae,0.0
152,0.0,pmc,rmse,0.4145790636539459,informer,0.0,weather,nrmse,0.0
152,0.0,pmc,rmse,0.4145790636539459,informer,0.0,weather,rse,0.0
152,0.0,pmc,rmse,0.4145790636539459,informer,0.0,weather,corr,1.0
153,0.0,pmc,rmse,0.4337195158004761,nbeats,0.0,weather,rmse,0.0
153,0.0,pmc,rmse,0.4337195158004761,nbeats,0.0,weather,mae,0.0
153,0.0,pmc,rmse,0.4337195158004761,nbeats,0.0,weather,nrmse,0.0
153,0.0,pmc,rmse,0.4337195158004761,nbeats,0.0,weather,rse,0.0
153,0.0,pmc,rmse,0.4337195158004761,nbeats,0.0,weather,corr,1.0
154,0.0,pmc,rmse,0.5068943798542023,transformer,0.0,weather,rmse,0.0
154,0.0,pmc,rmse,0.5068943798542023,transformer,0.0,weather,mae,0.0
154,0.0,pmc,rmse,0.5068943798542023,transformer,0.0,weather,nrmse,0.0
154,0.0,pmc,rmse,0.5068943798542023,transformer,0.0,weather,rse,0.0
154,0.0,pmc,rmse,0.5068943798542023,transformer,0.0,weather,corr,1.0
155,0.01,pmc,rmse,0.4111377596855163,dlinear,0.0024764970359162203,weather,mae,1.5437424182891846
155,0.01,pmc,rmse,0.4111377596855163,dlinear,0.0024764970359162203,weather,rmse,1.900225043296814
155,0.01,pmc,rmse,0.4111377596855163,dlinear,0.0024764970359162203,weather,nrmse,0.0177757255733013
155,0.01,pmc,rmse,0.4111377596855163,dlinear,0.0024764970359162203,weather,rse,0.1167514696717262
155,0.01,pmc,rmse,0.4111377596855163,dlinear,0.0024764970359162203,weather,corr,0.993161141872406
156,0.01,pmc,rmse,0.4072818607091903,gru,0.0004833854897203203,weather,mae,1.5437424182891846
156,0.01,pmc,rmse,0.4072818607091903,gru,0.0004833854897203203,weather,rmse,1.900225043296814
156,0.01,pmc,rmse,0.4072818607091903,gru,0.0004833854897203203,weather,nrmse,0.0177757255733013
156,0.01,pmc,rmse,0.4072818607091903,gru,0.0004833854897203203,weather,rse,0.1167514696717262
156,0.01,pmc,rmse,0.4072818607091903,gru,0.0004833854897203203,weather,corr,0.993161141872406
157,0.01,pmc,rmse,0.4144640266895294,informer,-0.0002775559686937001,weather,mae,1.5437424182891846
157,0.01,pmc,rmse,0.4144640266895294,informer,-0.0002775559686937001,weather,rmse,1.900225043296814
157,0.01,pmc,rmse,0.4144640266895294,informer,-0.0002775559686937001,weather,nrmse,0.0177757255733013
157,0.01,pmc,rmse,0.4144640266895294,informer,-0.0002775559686937001,weather,rse,0.1167514696717262
157,0.01,pmc,rmse,0.4144640266895294,informer,-0.0002775559686937001,weather,corr,0.993161141872406
158,0.01,pmc,rmse,0.4305261075496673,nbeats,-0.007417455515030215,weather,mae,1.5437424182891846
158,0.01,pmc,rmse,0.4305261075496673,nbeats,-0.007417455515030215,weather,rmse,1.900225043296814
158,0.01,pmc,rmse,0.4305261075496673,nbeats,-0.007417455515030215,weather,nrmse,0.0177757255733013
158,0.01,pmc,rmse,0.4305261075496673,nbeats,-0.007417455515030215,weather,rse,0.1167514696717262
158,0.01,pmc,rmse,0.4305261075496673,nbeats,-0.007417455515030215,weather,corr,0.993161141872406
159,0.01,pmc,rmse,0.5018069744110107,transformer,-0.010138172051440303,weather,mae,1.5437424182891846
159,0.01,pmc,rmse,0.5018069744110107,transformer,-0.010138172051440303,weather,rmse,1.900225043296814
159,0.01,pmc,rmse,0.5018069744110107,transformer,-0.010138172051440303,weather,nrmse,0.0177757255733013
159,0.01,pmc,rmse,0.5018069744110107,transformer,-0.010138172051440303,weather,rse,0.1167514696717262
159,0.01,pmc,rmse,0.5018069744110107,transformer,-0.010138172051440303,weather,corr,0.993161141872406
160,0.013,pmc,rmse,0.4161983877420425,dlinear,0.014605557538844224,weather,mae,2.031219959259033
160,0.013,pmc,rmse,0.4161983877420425,dlinear,0.014605557538844224,weather,rmse,2.4789822101593018
160,0.013,pmc,rmse,0.4161983877420425,dlinear,0.014605557538844224,weather,nrmse,0.0231897328048944
160,0.013,pmc,rmse,0.4161983877420425,dlinear,0.014605557538844224,weather,rse,0.1523108184337616
160,0.013,pmc,rmse,0.4161983877420425,dlinear,0.014605557538844224,weather,corr,0.9883325695991516
161,0.013,pmc,rmse,0.4100693315267563,gru,0.0072776594829656645,weather,mae,2.031219959259033
161,0.013,pmc,rmse,0.4100693315267563,gru,0.0072776594829656645,weather,rmse,2.4789822101593018
161,0.013,pmc,rmse,0.4100693315267563,gru,0.0072776594829656645,weather,nrmse,0.0231897328048944
161,0.013,pmc,rmse,0.4100693315267563,gru,0.0072776594829656645,weather,rse,0.1523108184337616
161,0.013,pmc,rmse,0.4100693315267563,gru,0.0072776594829656645,weather,corr,0.9883325695991516
162,0.013,pmc,rmse,0.4134200811386108,informer,-0.0028034015961274916,weather,mae,2.031219959259033
162,0.013,pmc,rmse,0.4134200811386108,informer,-0.0028034015961274916,weather,rmse,2.4789822101593018
162,0.013,pmc,rmse,0.4134200811386108,informer,-0.0028034015961274916,weather,nrmse,0.0231897328048944
162,0.013,pmc,rmse,0.4134200811386108,informer,-0.0028034015961274916,weather,rse,0.1523108184337616
162,0.013,pmc,rmse,0.4134200811386108,informer,-0.0028034015961274916,weather,corr,0.9883325695991516
163,0.013,pmc,rmse,0.4328323751688003,nbeats,-0.002049617086360048,weather,mae,2.031219959259033
163,0.013,pmc,rmse,0.4328323751688003,nbeats,-0.002049617086360048,weather,rmse,2.4789822101593018
163,0.013,pmc,rmse,0.4328323751688003,nbeats,-0.002049617086360048,weather,nrmse,0.0231897328048944
163,0.013,pmc,rmse,0.4328323751688003,nbeats,-0.002049617086360048,weather,rse,0.1523108184337616
163,0.013,pmc,rmse,0.4328323751688003,nbeats,-0.002049617086360048,weather,corr,0.9883325695991516
164,0.013,pmc,rmse,0.5040510594844818,transformer,-0.005640937195189044,weather,mae,2.031219959259033
164,0.013,pmc,rmse,0.5040510594844818,transformer,-0.005640937195189044,weather,rmse,2.4789822101593018
164,0.013,pmc,rmse,0.5040510594844818,transformer,-0.005640937195189044,weather,nrmse,0.0231897328048944
164,0.013,pmc,rmse,0.5040510594844818,transformer,-0.005640937195189044,weather,rse,0.1523108184337616
164,0.013,pmc,rmse,0.5040510594844818,transformer,-0.005640937195189044,weather,corr,0.9883325695991516
165,0.015,pmc,rmse,0.417663961648941,dlinear,0.018063285558212412,weather,mae,2.2712252140045166
165,0.015,pmc,rmse,0.417663961648941,dlinear,0.018063285558212412,weather,rmse,2.7810516357421875
165,0.015,pmc,rmse,0.417663961648941,dlinear,0.018063285558212412,weather,nrmse,0.0260154511779546
165,0.015,pmc,rmse,0.417663961648941,dlinear,0.018063285558212412,weather,rse,0.1708702147006988
165,0.015,pmc,rmse,0.417663961648941,dlinear,0.018063285558212412,weather,corr,0.985293447971344
166,0.015,pmc,rmse,0.4116980135440826,gru,0.011204880336619472,weather,mae,2.2712252140045166
166,0.015,pmc,rmse,0.4116980135440826,gru,0.011204880336619472,weather,rmse,2.7810516357421875
166,0.015,pmc,rmse,0.4116980135440826,gru,0.011204880336619472,weather,nrmse,0.0260154511779546
166,0.015,pmc,rmse,0.4116980135440826,gru,0.011204880336619472,weather,rse,0.1708702147006988
166,0.015,pmc,rmse,0.4116980135440826,gru,0.011204880336619472,weather,corr,0.985293447971344
167,0.015,pmc,rmse,0.4136036336421966,informer,-0.002358369057736943,weather,mae,2.2712252140045166
167,0.015,pmc,rmse,0.4136036336421966,informer,-0.002358369057736943,weather,rmse,2.7810516357421875
167,0.015,pmc,rmse,0.4136036336421966,informer,-0.002358369057736943,weather,nrmse,0.0260154511779546
167,0.015,pmc,rmse,0.4136036336421966,informer,-0.002358369057736943,weather,rse,0.1708702147006988
167,0.015,pmc,rmse,0.4136036336421966,informer,-0.002358369057736943,weather,corr,0.985293447971344
168,0.015,pmc,rmse,0.4326522052288055,nbeats,-0.002466901956748717,weather,mae,2.2712252140045166
168,0.015,pmc,rmse,0.4326522052288055,nbeats,-0.002466901956748717,weather,rmse,2.7810516357421875
168,0.015,pmc,rmse,0.4326522052288055,nbeats,-0.002466901956748717,weather,nrmse,0.0260154511779546
168,0.015,pmc,rmse,0.4326522052288055,nbeats,-0.002466901956748717,weather,rse,0.1708702147006988
168,0.015,pmc,rmse,0.4326522052288055,nbeats,-0.002466901956748717,weather,corr,0.985293447971344
169,0.015,pmc,rmse,0.5060148537158966,transformer,-0.0017381429257400344,weather,mae,2.2712252140045166
169,0.015,pmc,rmse,0.5060148537158966,transformer,-0.0017381429257400344,weather,rmse,2.7810516357421875
169,0.015,pmc,rmse,0.5060148537158966,transformer,-0.0017381429257400344,weather,nrmse,0.0260154511779546
169,0.015,pmc,rmse,0.5060148537158966,transformer,-0.0017381429257400344,weather,rse,0.1708702147006988
169,0.015,pmc,rmse,0.5060148537158966,transformer,-0.0017381429257400344,weather,corr,0.985293447971344
170,0.017,pmc,rmse,0.4208669364452362,dlinear,0.025536237875347527,weather,mae,2.5188891887664795
170,0.017,pmc,rmse,0.4208669364452362,dlinear,0.025536237875347527,weather,rmse,3.0906317234039307
170,0.017,pmc,rmse,0.4208669364452362,dlinear,0.025536237875347527,weather,nrmse,0.028911430388689
170,0.017,pmc,rmse,0.4208669364452362,dlinear,0.025536237875347527,weather,rse,0.1898910701274871
170,0.017,pmc,rmse,0.4208669364452362,dlinear,0.025536237875347527,weather,corr,0.9818052649497986
171,0.017,pmc,rmse,0.414300188422203,gru,0.017415396025243845,weather,mae,2.5188891887664795
171,0.017,pmc,rmse,0.414300188422203,gru,0.017415396025243845,weather,rmse,3.0906317234039307
171,0.017,pmc,rmse,0.414300188422203,gru,0.017415396025243845,weather,nrmse,0.028911430388689
171,0.017,pmc,rmse,0.414300188422203,gru,0.017415396025243845,weather,rse,0.1898910701274871
171,0.017,pmc,rmse,0.414300188422203,gru,0.017415396025243845,weather,corr,0.9818052649497986
172,0.017,pmc,rmse,0.4187753647565841,informer,0.010020410596686641,weather,mae,2.5188891887664795
172,0.017,pmc,rmse,0.4187753647565841,informer,0.010020410596686641,weather,rmse,3.0906317234039307
172,0.017,pmc,rmse,0.4187753647565841,informer,0.010020410596686641,weather,nrmse,0.028911430388689
172,0.017,pmc,rmse,0.4187753647565841,informer,0.010020410596686641,weather,rse,0.1898910701274871
172,0.017,pmc,rmse,0.4187753647565841,informer,0.010020410596686641,weather,corr,0.9818052649497986
173,0.017,pmc,rmse,0.4354480504989624,nbeats,0.003969554339503116,weather,mae,2.5188891887664795
173,0.017,pmc,rmse,0.4354480504989624,nbeats,0.003969554339503116,weather,rmse,3.0906317234039307
173,0.017,pmc,rmse,0.4354480504989624,nbeats,0.003969554339503116,weather,nrmse,0.028911430388689
173,0.017,pmc,rmse,0.4354480504989624,nbeats,0.003969554339503116,weather,rse,0.1898910701274871
