error,compression,data,eb,metrics,forecasting error,model,compression ratio
152.70872497558594,sz,belhle02,0.65,rmse,0.6195341050624847,nbeats,35.7
152.70872497558594,sz,belhle02,0.65,corr,0.8896307647228241,nbeats,35.7
152.70872497558594,sz,belhle02,0.65,data_corr,0.8981884717941284,nbeats,35.7
152.70872497558594,sz,belhle02,0.65,nrmse,0.13682792335748672,nbeats,35.7
152.70872497558594,sz,belhle02,0.65,rse,0.7298895120620728,nbeats,35.7
161.27659606933594,swing,belhle02,0.8,rmse,0.6839933097362518,nbeats,75.88
161.27659606933594,swing,belhle02,0.8,corr,0.7632099092006683,nbeats,75.88
161.27659606933594,swing,belhle02,0.8,rse,0.8058305978775024,nbeats,75.88
161.27659606933594,swing,belhle02,0.8,mae,0.474582239985466,nbeats,75.88
161.27659606933594,swing,belhle02,0.8,data_corr,0.7693046331405641,nbeats,75.88
161.27659606933594,swing,belhle02,0.8,nrmse,0.15106413513422012,nbeats,75.88
240.3872528076172,sz,belhle02,0.8,rmse,0.9115130603313446,nbeats,39.67
240.3872528076172,sz,belhle02,0.8,corr,0.8339368999004364,nbeats,39.67
240.3872528076172,sz,belhle02,0.8,rse,1.0738776326179504,nbeats,39.67
240.3872528076172,sz,belhle02,0.8,mae,0.6951747238636017,nbeats,39.67
240.3872528076172,sz,belhle02,0.8,data_corr,0.8578859567642212,nbeats,39.67
240.3872528076172,sz,belhle02,0.8,nrmse,0.2013132721185684,nbeats,39.67
309.5768737792969,sz,weather,0.8,corr,0.15102624893188474,nbeats,239.44
309.5768737792969,sz,weather,0.8,data_corr,-1.955288553290302e-06,nbeats,239.44
309.5768737792969,sz,weather,0.8,rmse,4.3791465759277335,nbeats,239.44
309.5768737792969,sz,weather,0.8,mae,3.913995504379273,nbeats,239.44
309.5768737792969,sz,weather,0.8,nrmse,0.6722743809223175,nbeats,239.44
309.5768737792969,sz,weather,0.8,rse,4.910867929458618,nbeats,239.44
0.0,swing,ettm1,0.0,mae,0.1015658937394619,transformer,1.0
0.0,swing,ettm2,0.0,rmse,0.16272293031215668,transformer,1.0
0.0,pmc,solar,0.0,rmse,0.3064505847708309,transformer,1.0
0.0,swing,belhle02,0.0,rmse,0.14457786083221436,transformer,1.0
0.0,pmc,belhle02,0.0,rmse,0.14457786083221436,transformer,1.0
0.0,sz,belhle02,0.0,rmse,0.14457786083221436,transformer,1.0
0.0,swing,weather,0.0,rmse,0.5143248736858368,transformer,1.0
0.0,pmc,weather,0.0,rmse,0.5143248736858368,transformer,1.0
0.0,sz,weather,0.0,rmse,0.5143248736858368,transformer,1.0
0.0,swing,solar,0.0,rmse,0.3064505847708309,transformer,1.0
0.0,pmc,ettm1,0.0,rmse,0.13439513742923734,transformer,1.0
0.0,sz,ettm1,0.0,rmse,0.13439513742923734,transformer,1.0
0.0,sz,solar,0.0,rmse,0.3064505847708309,transformer,1.0
0.0,sz,ettm1,0.0,data_corr,1.0,transformer,1.0
0.0,sz,ettm1,0.0,nrmse,0.06663484498858452,transformer,1.0
0.0,pmc,ettm1,0.0,data_corr,1.0,transformer,1.0
0.0,sz,weather,0.0,data_corr,1.0,transformer,1.0
0.0,pmc,weather,0.0,data_corr,1.0,transformer,1.0
0.0,swing,weather,0.0,data_corr,1.0,transformer,1.0
0.0,sz,belhle02,0.0,data_corr,1.0,transformer,1.0
0.0,pmc,belhle02,0.0,data_corr,1.0,transformer,1.0
0.0,swing,belhle02,0.0,data_corr,1.0,transformer,1.0
0.0,pmc,solar,0.0,data_corr,1.0,transformer,1.0
0.0,swing,ettm2,0.0,data_corr,1.0,transformer,1.0
0.0,pmc,ettm2,0.0,data_corr,1.0,transformer,1.0
0.0,sz,ettm2,0.0,data_corr,1.0,transformer,1.0
0.0,sz,solar,0.0,data_corr,1.0,transformer,1.0
0.0,swing,ettm1,0.0,data_corr,1.0,transformer,1.0
0.0,swing,ettm1,0.0,corr,0.9480116963386536,transformer,1.0
0.0,swing,solar,0.0,data_corr,1.0,transformer,1.0
0.0,sz,solar,0.0,corr,0.9373289830767242,transformer,1.0
0.0,pmc,ettm1,0.0,nrmse,0.06663484498858452,transformer,1.0
0.0,sz,weather,0.0,nrmse,0.07895772531628609,transformer,1.0
0.0,sz,ettm2,0.0,rmse,0.16272293031215668,transformer,1.0
0.0,pmc,ettm2,0.0,rmse,0.16272293031215668,transformer,1.0
0.0,sz,ettm1,0.0,rse,0.3920587599277496,transformer,1.0
0.0,pmc,ettm1,0.0,rse,0.3920587599277496,transformer,1.0
0.0,swing,solar,0.0,rse,0.3571564282227191,transformer,1.0
0.0,sz,weather,0.0,rse,0.5767748057842255,transformer,1.0
0.0,pmc,weather,0.0,rse,0.5767748057842255,transformer,1.0
0.0,swing,weather,0.0,rse,0.5767748057842255,transformer,1.0
0.0,sz,belhle02,0.0,rse,0.17033100873231888,transformer,1.0
0.0,pmc,belhle02,0.0,rse,0.17033100873231888,transformer,1.0
0.0,swing,belhle02,0.0,rse,0.17033100873231888,transformer,1.0
0.0,pmc,solar,0.0,rse,0.3571564282227191,transformer,1.0
0.0,swing,ettm2,0.0,rse,0.2642514109611511,transformer,1.0
0.0,swing,solar,0.0,nrmse,0.08279732292092687,transformer,1.0
0.0,pmc,ettm2,0.0,rse,0.2642514109611511,transformer,1.0
0.0,sz,solar,0.0,rse,0.3571564282227191,transformer,1.0
0.0,swing,ettm1,0.0,rse,0.3920587599277496,transformer,1.0
0.0,swing,ettm1,0.0,nrmse,0.06663484498858452,transformer,1.0
0.0,sz,solar,0.0,nrmse,0.08279732292092687,transformer,1.0
0.0,sz,ettm2,0.0,nrmse,0.04845410585403442,transformer,1.0
0.0,pmc,ettm2,0.0,nrmse,0.04845410585403442,transformer,1.0
0.0,swing,ettm2,0.0,nrmse,0.04845410585403442,transformer,1.0
0.0,pmc,solar,0.0,nrmse,0.08279732292092687,transformer,1.0
0.0,swing,belhle02,0.0,nrmse,0.03193091042339802,transformer,1.0
0.0,pmc,belhle02,0.0,nrmse,0.03193091042339802,transformer,1.0
0.0,sz,belhle02,0.0,nrmse,0.03193091042339802,transformer,1.0
0.0,swing,weather,0.0,nrmse,0.07895772531628609,transformer,1.0
0.0,pmc,weather,0.0,nrmse,0.07895772531628609,transformer,1.0
0.0,sz,ettm2,0.0,rse,0.2642514109611511,transformer,1.0
0.0,sz,ettm2,0.0,corr,0.9662970900535583,transformer,1.0
0.0,swing,ettm1,0.0,rmse,0.13439513742923734,transformer,1.0
0.0,swing,ettm2,0.0,corr,0.9662970900535583,transformer,1.0
0.0,pmc,ettm2,0.0,corr,0.9662970900535583,transformer,1.0
0.0,sz,ettm1,0.0,mae,0.1015658937394619,transformer,1.0
0.0,pmc,ettm1,0.0,mae,0.1015658937394619,transformer,1.0
0.0,swing,solar,0.0,mae,0.17042152118197065,transformer,1.0
0.0,sz,weather,0.0,mae,0.3050380200147629,transformer,1.0
0.0,pmc,weather,0.0,mae,0.3050380200147629,transformer,1.0
0.0,swing,weather,0.0,mae,0.3050380200147629,transformer,1.0
0.0,sz,belhle02,0.0,mae,0.08908132091164589,transformer,1.0
0.0,pmc,belhle02,0.0,mae,0.08908132091164589,transformer,1.0
0.0,swing,belhle02,0.0,mae,0.08908132091164589,transformer,1.0
0.0,pmc,solar,0.0,mae,0.17042152118197065,transformer,1.0
0.0,sz,ettm2,0.0,mae,0.11441641300916673,transformer,1.0
0.0,sz,solar,0.0,mae,0.17042152118197065,transformer,1.0
0.0,pmc,ettm2,0.0,mae,0.11441641300916673,transformer,1.0
0.0,swing,ettm2,0.0,mae,0.11441641300916673,transformer,1.0
0.0,sz,belhle02,0.0,corr,0.9854889810085296,transformer,1.0
0.0,sz,ettm1,0.0,corr,0.9480116963386536,transformer,1.0
0.0,pmc,solar,0.0,corr,0.9373289830767242,transformer,1.0
0.0,pmc,ettm1,0.0,corr,0.9480116963386536,transformer,1.0
0.0,swing,solar,0.0,corr,0.9373289830767242,transformer,1.0
0.0,pmc,weather,0.0,corr,0.8179618418216705,transformer,1.0
0.0,sz,weather,0.0,corr,0.8179618418216705,transformer,1.0
0.0,pmc,belhle02,0.0,corr,0.9854889810085296,transformer,1.0
0.0,swing,belhle02,0.0,corr,0.9854889810085296,transformer,1.0
0.0,swing,weather,0.0,corr,0.8179618418216705,transformer,1.0
0.009138926863670349,swing,ettm1,0.01,nrmse,0.06469549983739853,transformer,0.88
0.009138926863670349,swing,ettm1,0.01,rmse,0.1304836943745613,transformer,0.88
0.009138926863670349,swing,ettm1,0.01,data_corr,0.9999741315841676,transformer,0.88
0.009138926863670349,swing,ettm1,0.01,corr,0.9486062824726104,transformer,0.88
0.009138926863670349,swing,ettm1,0.01,mae,0.09798992797732352,transformer,0.88
0.009138926863670349,swing,ettm1,0.01,rse,0.3806482553482056,transformer,0.88
0.00970224104821682,pmc,solar,0.01,rmse,0.30322686957479456,transformer,3.72
0.00970224104821682,pmc,solar,0.01,corr,0.937005607527402,transformer,3.72
0.00970224104821682,pmc,solar,0.01,mae,0.16725016042505492,transformer,3.72
0.00970224104821682,pmc,solar,0.01,rse,0.35339931153819826,transformer,3.72
0.00970224104821682,pmc,solar,0.01,data_corr,0.9999885559082032,transformer,3.72
0.00970224104821682,pmc,solar,0.01,nrmse,0.08192633424818241,transformer,3.72
0.012344188056886196,pmc,ettm1,0.01,data_corr,0.9999675750732422,transformer,2.8
0.012344188056886196,pmc,ettm1,0.01,rmse,0.1246918961405754,transformer,2.8
0.012344188056886196,pmc,ettm1,0.01,mae,0.09339024871587752,transformer,2.8
0.012344188056886196,pmc,ettm1,0.01,corr,0.9513803124427797,transformer,2.8
0.012344188056886196,pmc,ettm1,0.01,rse,0.3637523651123047,transformer,2.8
0.012344188056886196,pmc,ettm1,0.01,nrmse,0.061823852360248566,transformer,2.8
0.014134657569229603,swing,solar,0.01,nrmse,0.08333223784890299,transformer,1.45
0.014134657569229603,swing,solar,0.01,corr,0.9348713398935358,transformer,1.45
0.014134657569229603,swing,solar,0.01,data_corr,0.999984860420227,transformer,1.45
0.014134657569229603,swing,solar,0.01,mae,0.17350323170581775,transformer,1.45
0.014134657569229603,swing,solar,0.01,rmse,0.3084304192231776,transformer,1.45
0.014134657569229603,swing,solar,0.01,rse,0.35946384950566823,transformer,1.45
0.02257370948791504,sz,solar,0.01,nrmse,0.10930536433021014,transformer,4.21
0.02257370948791504,sz,solar,0.01,data_corr,0.9999803900718688,transformer,4.21
0.02257370948791504,sz,solar,0.01,mae,0.25322300993769475,transformer,4.21
0.02257370948791504,sz,solar,0.01,rse,0.4715021226838939,transformer,4.21
0.02257370948791504,sz,solar,0.01,rmse,0.4045625104276817,transformer,4.21
0.02257370948791504,sz,solar,0.01,corr,0.9008900227406059,transformer,4.21
0.023257426917552948,sz,ettm1,0.01,mae,0.1091250628232956,transformer,4.44
0.023257426917552948,sz,ettm1,0.01,nrmse,0.0708521157503128,transformer,4.44
0.023257426917552948,sz,ettm1,0.01,corr,0.9499160647392272,transformer,4.44
0.023257426917552948,sz,ettm1,0.01,rse,0.4168719053268433,transformer,4.44
0.023257426917552948,sz,ettm1,0.01,data_corr,0.9999528527259828,transformer,4.44
0.023257426917552948,sz,ettm1,0.01,rmse,0.14290091395378113,transformer,4.44
0.029159337282180783,sz,solar,0.03,rmse,0.3771759505560255,transformer,5.84
0.029159337282180783,sz,solar,0.03,nrmse,0.10190601854960893,transformer,5.84
0.029159337282180783,sz,solar,0.03,mae,0.23408074729270956,transformer,5.84
0.029159337282180783,sz,solar,0.03,rse,0.43958413527857376,transformer,5.84
0.029159337282180783,sz,solar,0.03,data_corr,0.9999679327011108,transformer,5.84
0.029159337282180783,sz,solar,0.03,corr,0.9085828569588152,transformer,5.84
0.038671888411045074,pmc,ettm2,0.01,rmse,0.1604461818933487,transformer,3.54
0.038671888411045074,pmc,ettm2,0.01,rse,0.26055413484573364,transformer,3.54
0.038671888411045074,pmc,ettm2,0.01,mae,0.11458028480410574,transformer,3.54
0.038671888411045074,pmc,ettm2,0.01,corr,0.9670685231685638,transformer,3.54
0.038671888411045074,pmc,ettm2,0.01,data_corr,0.999944269657135,transformer,3.54
0.038671888411045074,pmc,ettm2,0.01,nrmse,0.04777615889906883,transformer,3.54
0.049112819135189056,pmc,solar,0.03,mae,0.16980645814749284,transformer,4.15
0.049112819135189056,pmc,solar,0.03,rse,0.3573369213464767,transformer,4.15
0.049112819135189056,pmc,solar,0.03,nrmse,0.08283916550381734,transformer,4.15
0.049112819135189056,pmc,solar,0.03,data_corr,0.9998443126678468,transformer,4.15
0.049112819135189056,pmc,solar,0.03,corr,0.9357905814518376,transformer,4.15
0.049112819135189056,pmc,solar,0.03,rmse,0.30660545311128856,transformer,4.15
0.05329585075378418,swing,ettm2,0.01,corr,0.9672192633152008,transformer,1.43
0.05329585075378418,swing,ettm2,0.01,rmse,0.15971441566944122,transformer,1.43
0.05329585075378418,swing,ettm2,0.01,rse,0.2593657821416855,transformer,1.43
0.05329585075378418,swing,ettm2,0.01,mae,0.1150231510400772,transformer,1.43
0.05329585075378418,swing,ettm2,0.01,nrmse,0.0475582592189312,transformer,1.43
0.05329585075378418,swing,ettm2,0.01,data_corr,0.9999328851699828,transformer,1.43
0.05385343730449677,swing,ettm1,0.03,data_corr,0.9996047019958496,transformer,0.98
0.05385343730449677,swing,ettm1,0.03,nrmse,0.06458999589085579,transformer,0.98
0.05385343730449677,swing,ettm1,0.03,corr,0.9487818777561188,transformer,0.98
0.05385343730449677,swing,ettm1,0.03,mae,0.09777304530143738,transformer,0.98
0.05385343730449677,swing,ettm1,0.03,rmse,0.13027090579271314,transformer,0.98
0.05385343730449677,swing,ettm1,0.03,rse,0.38002750277519226,transformer,0.98
0.055122893303632736,swing,solar,0.03,rmse,0.3078565509238253,transformer,1.73
0.055122893303632736,swing,solar,0.03,data_corr,0.9998380541801452,transformer,1.73
0.055122893303632736,swing,solar,0.03,corr,0.9353410136387708,transformer,1.73
0.055122893303632736,swing,solar,0.03,nrmse,0.08317718916811459,transformer,1.73
0.055122893303632736,swing,solar,0.03,mae,0.17189575914875985,transformer,1.73
0.055122893303632736,swing,solar,0.03,rse,0.3587950279655815,transformer,1.73
0.057510554790496826,sz,solar,0.05,nrmse,0.1058681467501702,transformer,6.73
0.057510554790496826,sz,solar,0.05,data_corr,0.9999026656150818,transformer,6.73
0.057510554790496826,sz,solar,0.05,corr,0.905549924335538,transformer,6.73
0.057510554790496826,sz,solar,0.05,rse,0.4566752622178399,transformer,6.73
0.057510554790496826,sz,solar,0.05,mae,0.24012042605031256,transformer,6.73
0.057510554790496826,sz,solar,0.05,rmse,0.391840633678191,transformer,6.73
0.057609178125858314,pmc,ettm1,0.03,rse,0.3632530272006989,transformer,3.0
0.057609178125858314,pmc,ettm1,0.03,rmse,0.12452072650194168,transformer,3.0
0.057609178125858314,pmc,ettm1,0.03,data_corr,0.9996352791786194,transformer,3.0
0.057609178125858314,pmc,ettm1,0.03,mae,0.09337113052606584,transformer,3.0
0.057609178125858314,pmc,ettm1,0.03,corr,0.95164555311203,transformer,3.0
0.057609178125858314,pmc,ettm1,0.03,nrmse,0.06173898279666901,transformer,3.0
0.06993631273508072,sz,ettm1,0.03,nrmse,0.06833218783140182,transformer,5.68
0.06993631273508072,sz,ettm1,0.03,data_corr,0.9995721578598022,transformer,5.68
0.06993631273508072,sz,ettm1,0.03,rse,0.4020453989505768,transformer,5.68
0.06993631273508072,sz,ettm1,0.03,rmse,0.13781850039958954,transformer,5.68
0.06993631273508072,sz,ettm1,0.03,mae,0.10475178062915802,transformer,5.68
0.06993631273508072,sz,ettm1,0.03,corr,0.9479953646659852,transformer,5.68
0.07060348987579346,sz,ettm2,0.01,data_corr,0.9999224543571472,transformer,5.51
0.07060348987579346,sz,ettm2,0.01,rse,0.2619578838348389,transformer,5.51
0.07060348987579346,sz,ettm2,0.01,rmse,0.1613105908036232,transformer,5.51
0.07060348987579346,sz,ettm2,0.01,nrmse,0.04803355410695076,transformer,5.51
0.07060348987579346,sz,ettm2,0.01,mae,0.11565471068024635,transformer,5.51
0.07060348987579346,sz,ettm2,0.01,corr,0.9666472673416138,transformer,5.51
0.09161371737718582,pmc,solar,0.05,rse,0.3665938598375255,transformer,4.56
0.09161371737718582,pmc,solar,0.05,nrmse,0.08498514319016763,transformer,4.56
0.09161371737718582,pmc,solar,0.05,corr,0.9343534135204016,transformer,4.56
0.09161371737718582,pmc,solar,0.05,rmse,0.314548175094163,transformer,4.56
0.09161371737718582,pmc,solar,0.05,data_corr,0.9995617270469666,transformer,4.56
0.09161371737718582,pmc,solar,0.05,mae,0.1810378129566223,transformer,4.56
0.09723498672246933,pmc,ettm1,0.05,mae,0.09148086607456207,transformer,3.67
0.09723498672246933,pmc,ettm1,0.05,nrmse,0.0606856532394886,transformer,3.67
0.09723498672246933,pmc,ettm1,0.05,corr,0.951731026172638,transformer,3.67
0.09723498672246933,pmc,ettm1,0.05,rmse,0.12239627540111543,transformer,3.67
0.09723498672246933,pmc,ettm1,0.05,rse,0.35705557465553284,transformer,3.67
0.09723498672246933,pmc,ettm1,0.05,data_corr,0.9990412592887878,transformer,3.67
0.10037203878164293,swing,solar,0.05,corr,0.9355672932192446,transformer,1.92
0.10037203878164293,swing,solar,0.05,data_corr,0.9995337724685668,transformer,1.92
0.10037203878164293,swing,solar,0.05,rmse,0.3098648159047984,transformer,1.92
0.10037203878164293,swing,solar,0.05,mae,0.17126996158057586,transformer,1.92
0.10037203878164293,swing,solar,0.05,nrmse,0.08371978550306616,transformer,1.92
0.10037203878164293,swing,solar,0.05,rse,0.36113558394156536,transformer,1.92
0.10220270603895187,swing,ettm1,0.05,mae,0.0975111685693264,transformer,1.28
0.10220270603895187,swing,ettm1,0.05,data_corr,0.9988417029380798,transformer,1.28
0.10220270603895187,swing,ettm1,0.05,corr,0.9489828944206238,transformer,1.28
0.10220270603895187,swing,ettm1,0.05,rmse,0.12990042567253113,transformer,1.28
0.10220270603895187,swing,ettm1,0.05,nrmse,0.06440630555152893,transformer,1.28
0.10220270603895187,swing,ettm1,0.05,rse,0.3789467513561249,transformer,1.28
0.109355129301548,sz,solar,0.07,data_corr,0.9997525215148926,transformer,7.37
0.109355129301548,sz,solar,0.07,mae,0.23491524628822166,transformer,7.37
0.109355129301548,sz,solar,0.07,rmse,0.3814004050836648,transformer,7.37
0.109355129301548,sz,solar,0.07,nrmse,0.10304738862058233,transformer,7.37
0.109355129301548,sz,solar,0.07,corr,0.9117087126819632,transformer,7.37
0.109355129301548,sz,solar,0.07,rse,0.44450757535426894,transformer,7.37
0.11532866954803468,sz,ettm1,0.05,rse,0.40391287207603455,transformer,6.48
0.11532866954803468,sz,ettm1,0.05,rmse,0.13845863938331604,transformer,6.48
0.11532866954803468,sz,ettm1,0.05,corr,0.947363555431366,transformer,6.48
0.11532866954803468,sz,ettm1,0.05,data_corr,0.9988387823104858,transformer,6.48
0.11532866954803468,sz,ettm1,0.05,mae,0.10502061992883682,transformer,6.48
0.11532866954803468,sz,ettm1,0.05,nrmse,0.06864958256483078,transformer,6.48
0.11873312294483185,sz,solar,0.1,nrmse,0.1047235217754484,transformer,8.09
0.11873312294483185,sz,solar,0.1,rse,0.4517377817147977,transformer,8.09
0.11873312294483185,sz,solar,0.1,mae,0.2453027284418522,transformer,8.09
0.11873312294483185,sz,solar,0.1,corr,0.9049922133428424,transformer,8.09
0.11873312294483185,sz,solar,0.1,rmse,0.3876041320562509,transformer,8.09
0.11873312294483185,sz,solar,0.1,data_corr,0.999622106552124,transformer,8.09
0.13084691762924194,pmc,ettm1,0.07,corr,0.9519078731536864,transformer,4.5
0.13084691762924194,pmc,ettm1,0.07,data_corr,0.9983125925064088,transformer,4.5
0.13084691762924194,pmc,ettm1,0.07,nrmse,0.06151369214057921,transformer,4.5
0.13084691762924194,pmc,ettm1,0.07,rmse,0.12406633794307707,transformer,4.5
0.13084691762924194,pmc,ettm1,0.07,mae,0.0927588865160942,transformer,4.5
0.13084691762924194,pmc,ettm1,0.07,rse,0.3619274795055389,transformer,4.5
0.13199062645435333,pmc,solar,0.07,rmse,0.30907745850336665,transformer,4.94
0.13199062645435333,pmc,solar,0.07,data_corr,0.9991824626922609,transformer,4.94
0.13199062645435333,pmc,solar,0.07,mae,0.17133767437725705,transformer,4.94
0.13199062645435333,pmc,solar,0.07,rse,0.3602179490235561,transformer,4.94
0.13199062645435333,pmc,solar,0.07,nrmse,0.08350705598561631,transformer,4.94
0.13199062645435333,pmc,solar,0.07,corr,0.9351555891709964,transformer,4.94
0.14325766265392306,swing,ettm1,0.07,nrmse,0.06431819126009941,transformer,1.65
0.14325766265392306,swing,ettm1,0.07,mae,0.09740963205695152,transformer,1.65
0.14325766265392306,swing,ettm1,0.07,corr,0.9491707682609558,transformer,1.65
0.14325766265392306,swing,ettm1,0.07,rmse,0.1297226995229721,transformer,1.65
0.14325766265392306,swing,ettm1,0.07,data_corr,0.9978349208831788,transformer,1.65
0.14325766265392306,swing,ettm1,0.07,rse,0.37842826545238495,transformer,1.65
0.148692786693573,swing,solar,0.07,rse,0.3534277594177925,transformer,2.08
0.148692786693573,swing,solar,0.07,nrmse,0.08193292914074783,transformer,2.08
0.148692786693573,swing,solar,0.07,mae,0.16780547188863765,transformer,2.08
0.148692786693573,swing,solar,0.07,corr,0.9363543611691164,transformer,2.08
0.148692786693573,swing,solar,0.07,data_corr,0.9990661144256592,transformer,2.08
0.148692786693573,swing,solar,0.07,rmse,0.3032512786814163,transformer,2.08
0.16591878235340118,sz,ettm1,0.07,mae,0.1007506400346756,transformer,7.24
0.16591878235340118,sz,ettm1,0.07,data_corr,0.9976374506950378,transformer,7.24
0.16591878235340118,sz,ettm1,0.07,nrmse,0.06559455394744873,transformer,7.24
0.16591878235340118,sz,ettm1,0.07,rmse,0.13229699432849884,transformer,7.24
0.16591878235340118,sz,ettm1,0.07,rse,0.3859380781650543,transformer,7.24
0.16591878235340118,sz,ettm1,0.07,corr,0.9464552998542786,transformer,7.24
0.17583538591861725,pmc,ettm1,0.1,rmse,0.12503370642662048,transformer,5.83
0.17583538591861725,pmc,ettm1,0.1,rse,0.3647495210170746,transformer,5.83
0.17583538591861725,pmc,ettm1,0.1,mae,0.0934220477938652,transformer,5.83
0.17583538591861725,pmc,ettm1,0.1,corr,0.951669991016388,transformer,5.83
0.17583538591861725,pmc,ettm1,0.1,data_corr,0.9969652891159058,transformer,5.83
0.17583538591861725,pmc,ettm1,0.1,nrmse,0.0619933269917965,transformer,5.83
0.1783733069896698,pmc,ettm2,0.03,corr,0.9665735960006714,transformer,4.08
0.1783733069896698,pmc,ettm2,0.03,rmse,0.1616957113146782,transformer,4.08
0.1783733069896698,pmc,ettm2,0.03,mae,0.11629807204008102,transformer,4.08
0.1783733069896698,pmc,ettm2,0.03,data_corr,0.9993913769721984,transformer,4.08
0.1783733069896698,pmc,ettm2,0.03,rse,0.26258328557014465,transformer,4.08
0.1783733069896698,pmc,ettm2,0.03,nrmse,0.04814823158085346,transformer,4.08
0.18738311529159546,swing,ettm2,0.03,rse,0.2602544277906418,transformer,2.64
0.18738311529159546,swing,ettm2,0.03,data_corr,0.9993506669998168,transformer,2.64
0.18738311529159546,swing,ettm2,0.03,mae,0.11611413583159448,transformer,2.64
0.18738311529159546,swing,ettm2,0.03,corr,0.9670109748840332,transformer,2.64
0.18738311529159546,swing,ettm2,0.03,nrmse,0.047721203416585915,transformer,2.64
0.18738311529159546,swing,ettm2,0.03,rmse,0.1602616310119629,transformer,2.64
0.18826697766780853,pmc,solar,0.1,corr,0.9363901060268436,transformer,5.47
0.18826697766780853,pmc,solar,0.1,nrmse,0.08223887693606699,transformer,5.47
0.18826697766780853,pmc,solar,0.1,rse,0.3547475028339313,transformer,5.47
0.18826697766780853,pmc,solar,0.1,mae,0.16932700276414925,transformer,5.47
0.18826697766780853,pmc,solar,0.1,data_corr,0.9984705448150636,transformer,5.47
0.18826697766780853,pmc,solar,0.1,rmse,0.3043836568486965,transformer,5.47
0.1997058391571045,sz,ettm2,0.03,mae,0.1184089370071888,transformer,7.94
0.1997058391571045,sz,ettm2,0.03,rse,0.2667190283536911,transformer,7.94
0.1997058391571045,sz,ettm2,0.03,corr,0.9656591415405272,transformer,7.94
0.1997058391571045,sz,ettm2,0.03,nrmse,0.04890657588839531,transformer,7.94
0.1997058391571045,sz,ettm2,0.03,rmse,0.1642424538731575,transformer,7.94
0.1997058391571045,sz,ettm2,0.03,data_corr,0.999359130859375,transformer,7.94
0.20729616284370425,swing,ettm1,0.1,rmse,0.12974447757005692,transformer,2.27
0.20729616284370425,swing,ettm1,0.1,corr,0.9488373398780824,transformer,2.27
0.20729616284370425,swing,ettm1,0.1,rse,0.3784918189048767,transformer,2.27
0.20729616284370425,swing,ettm1,0.1,nrmse,0.06432898715138435,transformer,2.27
0.20729616284370425,swing,ettm1,0.1,mae,0.09805436432361604,transformer,2.27
0.20729616284370425,swing,ettm1,0.1,data_corr,0.9957206845283508,transformer,2.27
0.2245640754699707,sz,solar,0.15,rmse,0.384279086050196,transformer,9.0
0.2245640754699707,sz,solar,0.15,rse,0.4478625678492837,transformer,9.0
0.2245640754699707,sz,solar,0.15,corr,0.9017048291867068,transformer,9.0
0.2245640754699707,sz,solar,0.15,nrmse,0.1038251553778246,transformer,9.0
0.2245640754699707,sz,solar,0.15,mae,0.23360581993080864,transformer,9.0
0.2245640754699707,sz,solar,0.15,data_corr,0.9989724159240724,transformer,9.0
0.22479891777038571,swing,solar,0.1,data_corr,0.9980397224426271,transformer,2.3
0.22479891777038571,swing,solar,0.1,rmse,0.3037861507401232,transformer,2.3
0.22479891777038571,swing,solar,0.1,mae,0.16838773006177324,transformer,2.3
0.22479891777038571,swing,solar,0.1,corr,0.9372784268630584,transformer,2.3
0.22479891777038571,swing,solar,0.1,rse,0.3540511323318522,transformer,2.3
0.22479891777038571,swing,solar,0.1,nrmse,0.08207744175311321,transformer,2.3
0.23036858439445496,sz,ettm1,0.1,corr,0.9448880553245544,transformer,8.53
0.23036858439445496,sz,ettm1,0.1,rmse,0.1326952427625656,transformer,8.53
0.23036858439445496,sz,ettm1,0.1,data_corr,0.9953733086586,transformer,8.53
0.23036858439445496,sz,ettm1,0.1,mae,0.10080493986606598,transformer,8.53
0.23036858439445496,sz,ettm1,0.1,nrmse,0.065792016685009,transformer,8.53
0.23036858439445496,sz,ettm1,0.1,rse,0.38709983229637146,transformer,8.53
0.2374612987041473,sz,solar,0.2,mae,0.2594303818670613,transformer,9.7
0.2374612987041473,sz,solar,0.2,data_corr,0.9986396431922911,transformer,9.7
0.2374612987041473,sz,solar,0.2,rmse,0.4329890087146728,transformer,9.7
0.2374612987041473,sz,solar,0.2,corr,0.892997772670172,transformer,9.7
0.2374612987041473,sz,solar,0.2,rse,0.5046321185122697,transformer,9.7
0.2374612987041473,sz,solar,0.2,nrmse,0.11698568238194193,transformer,9.7
0.2563336491584778,pmc,ettm1,0.15,corr,0.950495719909668,transformer,8.32
0.2563336491584778,pmc,ettm1,0.15,rse,0.3664526641368866,transformer,8.32
0.2563336491584778,pmc,ettm1,0.15,data_corr,0.99350768327713,transformer,8.32
0.2563336491584778,pmc,ettm1,0.15,nrmse,0.06228279322385787,transformer,8.32
0.2563336491584778,pmc,ettm1,0.15,mae,0.09487603604793547,transformer,8.32
0.2563336491584778,pmc,ettm1,0.15,rmse,0.12561753392219546,transformer,8.32
0.26896780729293823,pmc,solar,0.15,data_corr,0.9970727562904358,transformer,6.27
0.26896780729293823,pmc,solar,0.15,nrmse,0.08224784454832787,transformer,6.27
0.26896780729293823,pmc,solar,0.15,rse,0.3547861857315395,transformer,6.27
0.26896780729293823,pmc,solar,0.15,corr,0.9363453787053432,transformer,6.27
