eb,compression,tfe_metric,forecasting error,model,TFE,data,te_metric,te
0.3,SZ,nrmse,0.3756827861070633,INFORMER,0.8320429210390676,WEATHER,nrmse,0.4673601388931274
0.3,SZ,nrmse,0.397082821,TRANSFORMER,0.8015829423152003,WEATHER,nrmse,0.4673601388931274
0.3,SWING,nrmse,0.4015540182590484,NBEATS,0.8348268083438544,WEATHER,nrmse,0.611397922039032
0.3,PMC,nrmse,0.1447512805461883,INFORMER,0.5286418630497092,WEATHER,nrmse,0.14450004696846
0.3,SZ,nrmse,0.4301278293132782,DLINEAR,0.8537976448611989,WEATHER,nrmse,0.4673601388931274
0.3,SZ,nrmse,0.3527584224939346,NBEATS,0.811605790628287,WEATHER,nrmse,0.4673601388931274
0.3,SWING,nrmse,0.5563623309135437,DLINEAR,0.8869698788681766,WEATHER,nrmse,0.611397922039032
0.3,PMC,nrmse,0.1426456868648529,GRU,0.5624180359122058,WEATHER,nrmse,0.14450004696846
0.3,PMC,nrmse,0.146091178,TRANSFORMER,0.4698978332558862,WEATHER,nrmse,0.14450004696846
0.4,PMC,nrmse,0.1593773066997528,INFORMER,0.571898312675364,WEATHER,nrmse,0.1583783030509948
0.4,SWING,nrmse,0.4075837582349777,NBEATS,0.8372703585996197,WEATHER,nrmse,0.63322913646698
0.4,PMC,nrmse,0.16018146276474,DLINEAR,0.6074096179986674,WEATHER,nrmse,0.1583783030509948
0.4,PMC,nrmse,0.1610316187143325,NBEATS,0.5884171864932413,WEATHER,nrmse,0.1583783030509948
0.4,SZ,nrmse,0.4301278293132782,DLINEAR,0.8537976448611989,WEATHER,nrmse,0.4673601388931274
0.4,PMC,nrmse,0.158714086,TRANSFORMER,0.512058116883211,WEATHER,nrmse,0.1583783030509948
0.4,PMC,nrmse,0.1549085825681686,GRU,0.5970579628826777,WEATHER,nrmse,0.1583783030509948
0.4,SWING,nrmse,0.5065588653087616,GRU,0.876013690707845,WEATHER,nrmse,0.63322913646698
0.4,SZ,nrmse,0.4144942164421081,GRU,0.8493813289475974,WEATHER,nrmse,0.4673601388931274
0.4,SWING,nrmse,0.5755597949028015,DLINEAR,0.8907399331689569,WEATHER,nrmse,0.63322913646698
0.4,SZ,nrmse,0.397082821,TRANSFORMER,0.8015829423152003,WEATHER,nrmse,0.4673601388931274
0.4,SWING,nrmse,0.453807771,TRANSFORMER,0.8264113154642299,WEATHER,nrmse,0.63322913646698
0.4,SWING,nrmse,0.3661459684371948,INFORMER,0.8228871170178306,WEATHER,nrmse,0.63322913646698
0.4,SZ,nrmse,0.3758274018764496,INFORMER,0.832107549754474,WEATHER,nrmse,0.4673601388931274
0.4,SZ,nrmse,0.3527584224939346,NBEATS,0.811605790628287,WEATHER,nrmse,0.4673601388931274
0.5,PMC,nrmse,0.1549085825681686,GRU,0.5970579628826777,WEATHER,nrmse,0.1583783030509948
0.5,PMC,nrmse,0.159389428794384,INFORMER,0.5719308712283669,WEATHER,nrmse,0.1583783030509948
0.5,SWING,nrmse,0.5092321038246155,GRU,0.8766645628248011,WEATHER,nrmse,0.6397174596786499
0.5,SWING,nrmse,0.4093820303678512,NBEATS,0.8379851730213955,WEATHER,nrmse,0.6397174596786499
0.5,SZ,nrmse,0.4144942164421081,GRU,0.8493813289475974,WEATHER,nrmse,0.4673601388931274
0.5,SZ,nrmse,0.3527584224939346,NBEATS,0.811605790628287,WEATHER,nrmse,0.4673601388931274
0.5,PMC,nrmse,0.16018146276474,DLINEAR,0.6074096179986674,WEATHER,nrmse,0.1583783030509948
0.5,SZ,nrmse,0.4301278293132782,DLINEAR,0.8537976448611989,WEATHER,nrmse,0.4673601388931274
0.5,SWING,nrmse,0.5812665224075317,DLINEAR,0.8918126208337666,WEATHER,nrmse,0.6397174596786499
0.5,SZ,nrmse,0.3758474439382553,INFORMER,0.8321165026179798,WEATHER,nrmse,0.4673601388931274
0.5,PMC,nrmse,0.1610316187143325,NBEATS,0.5884171864932413,WEATHER,nrmse,0.1583783030509948
0.5,SZ,nrmse,0.397082821,TRANSFORMER,0.8015829423152003,WEATHER,nrmse,0.4673601388931274
0.5,SWING,nrmse,0.454072326,TRANSFORMER,0.8265124529963096,WEATHER,nrmse,0.6397174596786499
0.5,PMC,nrmse,0.158714086,TRANSFORMER,0.512058116883211,WEATHER,nrmse,0.1583783030509948
0.5,SWING,nrmse,0.3650750815868377,INFORMER,0.8223675859214049,WEATHER,nrmse,0.6397174596786499
0.65,PMC,nrmse,0.1549085825681686,GRU,0.5970579628826777,WEATHER,nrmse,0.1583783030509948
0.65,SZ,nrmse,0.4145213067531585,GRU,0.8493911723659751,WEATHER,nrmse,0.4682040512561798
0.65,SWING,nrmse,0.5897307395935059,DLINEAR,0.8933653997760268,WEATHER,nrmse,0.6493399143218994
0.65,SWING,nrmse,0.5131224095821381,GRU,0.8775996468367038,WEATHER,nrmse,0.6493399143218994
0.65,SWING,nrmse,0.3632604926824569,INFORMER,0.8214802617721004,WEATHER,nrmse,0.6493399143218994
0.65,PMC,nrmse,0.1594020724296569,INFORMER,0.5719648253034507,WEATHER,nrmse,0.1583783030509948
0.65,SZ,nrmse,0.3750536292791366,INFORMER,0.8317611710844545,WEATHER,nrmse,0.4682040512561798
0.65,SZ,nrmse,0.4308504164218903,DLINEAR,0.8540428435033388,WEATHER,nrmse,0.4682040512561798
0.65,SZ,nrmse,0.3523543030023575,NBEATS,0.8113897189882968,WEATHER,nrmse,0.4682040512561798
0.65,SWING,nrmse,0.4120539426803589,NBEATS,0.8390357379260706,WEATHER,nrmse,0.6493399143218994
0.65,SWING,nrmse,0.454585493,TRANSFORMER,0.8267082975302953,WEATHER,nrmse,0.6493399143218994
0.65,PMC,nrmse,0.158714086,TRANSFORMER,0.512058116883211,WEATHER,nrmse,0.1583783030509948
0.65,PMC,nrmse,0.1610316187143325,NBEATS,0.5884171864932413,WEATHER,nrmse,0.1583783030509948
0.65,SZ,nrmse,0.396289885,TRANSFORMER,0.801185929840223,WEATHER,nrmse,0.4682040512561798
0.65,PMC,nrmse,0.16018146276474,DLINEAR,0.6074096179986674,WEATHER,nrmse,0.1583783030509948
0.8,SZ,nrmse,0.2876837253570556,INFORMER,0.7806668302416726,WEATHER,nrmse,2.607271671295166
0.8,SWING,nrmse,0.453137651,TRANSFORMER,0.826154604839932,WEATHER,nrmse,0.6161678433418274
0.8,PMC,nrmse,0.158714086,TRANSFORMER,0.512058116883211,WEATHER,nrmse,0.1583783030509948
0.8,SZ,nrmse,0.7941412329673767,NBEATS,0.9163150818190956,WEATHER,nrmse,2.607271671295166
0.8,SZ,nrmse,0.428377569,TRANSFORMER,0.8160781266303886,WEATHER,nrmse,2.607271671295166
0.8,PMC,nrmse,0.1610316187143325,NBEATS,0.5884171864932413,WEATHER,nrmse,0.1583783030509948
0.8,SWING,nrmse,0.5605562925338745,DLINEAR,0.887815545924781,WEATHER,nrmse,0.6161678433418274
0.8,SWING,nrmse,0.4028693288564682,NBEATS,0.8353660751329437,WEATHER,nrmse,0.6161678433418274
0.8,PMC,nrmse,0.16018146276474,DLINEAR,0.6074096179986674,WEATHER,nrmse,0.1583783030509948
0.8,SZ,nrmse,0.655848503112793,GRU,0.9048094678220524,WEATHER,nrmse,2.607271671295166
0.8,SWING,nrmse,0.4993293881416321,GRU,0.8742185706661421,WEATHER,nrmse,0.6161678433418274
0.8,PMC,nrmse,0.1549085825681686,GRU,0.5970579628826777,WEATHER,nrmse,0.1583783030509948
0.8,SZ,nrmse,2.3201844692230225,DLINEAR,0.9728962492032366,WEATHER,nrmse,2.607271671295166
0.8,SWING,nrmse,0.3691604286432266,INFORMER,0.8243333709938798,WEATHER,nrmse,0.6161678433418274
0.8,PMC,nrmse,0.1593929976224899,INFORMER,0.5719404557468892,WEATHER,nrmse,0.1583783030509948
